,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,celltype
NKG7,0.9222,0.07779999999999998,2.472620570897198,0.04901203,0.0071851187,0.00041688682,0.5,4.8725357,4.597774,3.4740562,-3.7954087,17.220135,6.2960777,1.5100334,1.0,1.0,65.21243,14.609881,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MUC5AC,0.0188,0.9812,3.9549189208252806,3.645692e-06,2.413169e-05,0.00041688682,0.5,-1.2693824,-0.7393751,2.998975,-11.896552,7.319413,0.039048586,0.09460446,1.0,1.0,0.40184236,0.8432498,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KLK11,0.0188,0.9812,3.9549189208252806,2.2035254e-06,1.8439128e-05,0.00041688682,0.5,-0.8879456,-0.553648,2.740767,-10.26967,7.54589,0.012122369,0.16348374,1.0,1.0,0.12052458,1.37309,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FNDC1,0.0188,0.9812,3.9549189208252806,6.9171174e-06,2.0337598e-05,0.00041688682,0.5,0.5884298,0.8557997,2.430863,-8.73957,6.5968847,0.011449365,0.06110552,1.0,1.0,0.1118162,0.5473376,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPATA17,0.019,0.981,3.9441329642769514,8.503586e-06,2.2194256e-05,0.00041688682,0.5,-0.09568271,0.060035706,2.421526,-10.348374,5.705325,0.029758967,0.117626145,1.0,1.0,0.27996415,0.9800548,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ECRG4,0.019,0.981,3.9441329642769514,9.3018325e-06,3.2227872e-05,0.00041688682,0.5,-0.47467154,-0.51181984,1.9992566,-10.410178,6.1672773,0.07275319,0.12320807,1.0,1.0,0.68354,1.0585488,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TEKT1,0.0192,0.9808,3.933457775510772,7.545322e-06,1.7459943e-05,0.00041688682,0.5,0.9301287,0.95337105,3.0012941,-11.313122,5.8175964,0.071906865,0.05388811,1.0,1.0,0.6946258,0.42599192,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ALPG,0.0194,0.9806,3.922891057881904,2.9288174e-06,1.0422184e-05,0.00041688682,0.5,0.7632791,0.8254509,2.7869654,-10.548356,4.8459663,0.016382495,0.073447146,1.0,1.0,0.15017612,0.65475476,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
POU2F3,0.0194,0.9806,3.922891057881904,7.414163e-06,1.9238787e-05,0.00041688682,0.5,-0.44913968,-0.0009965897,3.069912,-8.570308,8.401986,0.056063082,0.20193546,1.0,1.0,0.6045454,1.7270635,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CYGB,0.0194,0.9806,3.922891057881904,3.133653e-05,3.351816e-05,0.00041688682,0.5,0.45406324,0.30964994,2.0802035,-5.876973,8.450601,0.17828695,0.1294784,1.0,1.0,1.7852196,1.1686602,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHE,0.0198,0.9802,3.9020741999265796,7.166607e-06,1.6538163e-05,0.00041688682,0.5,0.5032843,0.78583765,2.9873612,-9.659792,6.9740067,0.050179694,0.14128695,1.0,1.0,0.4678166,1.5943489,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CTSG,0.0198,0.9802,3.9020741999265796,1.9431416e-05,2.6077056e-05,0.00041688682,0.5,1.159786,1.3657832,2.922318,-10.126074,10.265697,0.18360025,0.088931344,1.0,1.0,1.7389886,0.8684353,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPA17,0.0198,0.9802,3.9020741999265796,2.9563009e-05,4.7917667e-05,0.00041688682,0.5,-0.086208984,-0.10524988,1.43614,-5.7739573,6.3730106,0.19296621,0.33932808,1.0,1.0,1.9103483,3.0435202,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM167B,0.0198,0.9802,3.9020741999265796,3.7911777e-05,3.490675e-05,0.00041688682,0.5,0.85906935,0.9122219,1.9139953,-7.0775175,7.890397,0.19175689,0.13833584,1.0,1.0,1.8495512,1.2006459,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GJA5,0.0198,0.9802,3.9020741999265796,1.4614135e-05,2.0044885e-05,0.00041688682,0.5,0.94664377,1.1190948,3.101668,-10.373058,9.25493,0.11339165,0.06930796,1.0,1.0,1.0821162,0.5792631,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
STK33,0.0198,0.9802,3.9020741999265796,2.9031487e-05,3.606199e-05,0.00041688682,0.5,0.6306184,0.7069855,1.7163548,-6.0526323,7.241461,0.14718485,0.21656048,1.0,1.0,1.4960563,1.9178083,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
VNN1,0.0198,0.9802,3.9020741999265796,8.629151e-06,2.5935575e-05,0.00041688682,0.5,-0.4550889,-0.2588234,2.2181406,-8.961997,5.4316845,0.056053083,0.17879078,1.0,1.0,0.54070055,1.6600776,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TEKT2,0.0198,0.9802,3.9020741999265796,7.3835977e-06,2.317837e-05,0.00041688682,0.5,0.22968799,0.34326935,2.778986,-11.235611,5.811797,0.05454314,0.09869099,1.0,1.0,0.52767885,0.7961759,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
INMT,0.02,0.98,3.891819808314833,1.0643741e-05,1.9820473e-05,0.00041688682,0.5,1.075016,1.3629675,2.9640565,-11.247752,6.6138525,0.08035752,0.083127305,1.0,1.0,0.75421745,0.6767328,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM216B,0.02,0.98,3.891819808314833,8.603835e-06,1.8538673e-05,0.00041688682,0.5,0.9024568,1.2233706,3.1333902,-11.7666445,6.416585,0.09151411,0.06439949,1.0,1.0,0.8580569,0.51379573,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DRC1,0.0202,0.9798,3.8816653799540974,6.571794e-06,2.2526616e-05,0.00041688682,0.5,-0.034779813,0.20955086,2.3904295,-10.306311,4.98724,0.03005049,0.079484396,1.0,1.0,0.28217262,0.6352997,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TCF21,0.0204,0.9796,3.8716089442401316,1.2925513e-05,2.2748638e-05,0.00041688682,0.5,1.0960243,1.2981768,2.7609863,-10.28571,7.1768484,0.04504855,0.07949378,1.0,1.0,0.41563836,0.6673483,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DNAH7,0.0204,0.9796,3.8716089442401316,1.4408179e-05,2.2831968e-05,0.00041688682,0.5,0.60266334,0.76805544,2.524539,-9.020102,6.9764023,0.0482022,0.09411602,1.0,1.0,0.4530906,0.7899056,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CXCL6,0.0204,0.9796,3.8716089442401316,2.1909339e-06,2.1738904e-05,0.00041688682,0.5,-1.2887996,-0.68835926,2.8372104,-14.862755,7.8327665,0.013974921,0.07254172,1.0,1.0,0.14528322,0.6629642,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGLV5-45,0.0206,0.9794,3.861648588246239,3.2539424e-06,2.6357044e-05,0.00041688682,0.5,-0.15171976,0.45440483,2.7845366,-10.929062,5.635728,0.0154712,0.13322176,1.0,1.0,0.13993707,1.6578828,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DYNLRB2,0.0206,0.9794,3.861648588246239,1.36495455e-05,3.1420597e-05,0.00041688682,0.5,-0.12955305,-0.1203661,1.5284318,-8.695782,4.89007,0.095059544,0.13562247,1.0,1.0,0.9231192,1.153192,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HSD11B1,0.0208,0.9792,3.8517824544940926,2.2684391e-05,3.5946556e-05,0.00041688682,0.5,0.056615602,-0.0847621,2.0783353,-8.1637945,8.784791,0.0679806,0.16095978,1.0,1.0,0.64673513,1.4882865,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
C11orf53,0.0208,0.9792,3.8517824544940926,2.1647253e-05,2.4554316e-05,0.00041688682,0.5,1.4113557,1.626018,2.7202575,-8.861263,6.5482388,0.06983716,0.19301839,1.0,1.0,0.6787866,1.6125791,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV1-12,0.0186,0.9814,3.9658180154919083,1.6883195e-06,1.4880332e-05,0.00041688682,0.5,-0.18844971,0.35522938,2.4040256,-10.27248,5.602459,0.005962966,0.05856905,1.0,1.0,0.05680507,1.009915,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
OSCP1,0.0208,0.9792,3.8517824544940926,1.2433255e-05,3.5889276e-05,0.00041688682,0.5,-0.5269491,-0.45428133,1.8155812,-7.5033445,4.7066364,0.07664519,0.23632164,1.0,1.0,0.75465626,2.0335712,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GAS1,0.0186,0.9814,3.9658180154919083,1.3362983e-05,1.93972e-05,0.00041688682,0.5,0.8361501,0.83109474,2.015359,-5.6796713,5.6011753,0.09685382,0.104005285,1.0,1.0,0.9639408,0.9231832,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PMCH,0.0184,0.9816,3.9768326954910975,3.1827294e-05,3.4695295e-05,0.00041688682,0.5,1.1210632,1.066134,2.4964285,-7.230171,8.454286,0.06754543,0.19479305,1.0,1.0,0.60859656,1.8015519,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
L1CAM,0.0166,0.9834,4.081612667374687,1.0283545e-05,3.8255184e-05,0.00041688682,0.5,-0.6896852,-0.86166143,2.2241988,-8.105277,6.52621,0.12322117,0.14295502,1.0,1.0,1.2270522,1.3344663,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ZG16B,0.0168,0.9832,4.069433086775564,4.3378564e-06,2.2441316e-05,0.00041688682,0.5,-1.0172794,-0.87460804,2.0967858,-9.321535,5.3153563,0.10374005,0.24268188,1.0,1.0,0.9974148,2.2434027,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HIST1H3F,0.0168,0.9832,4.069433086775564,3.598344e-05,2.6744941e-05,0.00041688682,0.5,1.5141957,1.6476965,2.280825,-6.7968683,8.336925,0.13808568,0.13339992,1.0,1.0,1.3940475,1.2249911,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ERP27,0.017,0.983,4.057395198028769,1.8912693e-05,3.443532e-05,0.00041688682,0.5,-0.21404761,-0.25508308,1.6471533,-6.533105,6.4732323,0.12408867,0.24370718,1.0,1.0,1.2174685,2.1497452,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
C7orf57,0.017,0.983,4.057395198028769,1.2528084e-05,2.1797168e-05,0.00041688682,0.5,0.40196773,0.47587204,2.167991,-8.463571,6.267785,0.074863,0.08762505,1.0,1.0,0.72296625,0.7227267,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HIST1H3G,0.017,0.983,4.057395198028769,2.3283792e-05,2.1101645e-05,0.00041688682,0.5,1.3650613,1.541667,2.3431892,-7.0413284,8.261102,0.09455424,0.10557616,1.0,1.0,0.96248245,0.97041637,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCDC113,0.017,0.983,4.057395198028769,1.309694e-05,2.9899427e-05,0.00041688682,0.5,-0.29941022,-0.21378899,1.7350875,-7.2788153,6.6531916,0.08507172,0.16921465,1.0,1.0,0.84047085,1.4581307,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MUC16,0.017,0.983,4.057395198028769,5.799496e-06,1.9764659e-05,0.00041688682,0.5,0.043676723,0.3464918,2.0685306,-8.678804,4.826352,0.060008015,0.09433727,1.0,1.0,0.62108284,0.8935642,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DIPK2B,0.0172,0.9828,4.045495685607447,1.5362068e-05,1.8894323e-05,0.00041688682,0.5,1.2826368,1.4085274,2.9747677,-9.005032,7.6134872,0.074313626,0.069428,1.0,1.0,0.69305634,0.5657427,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL24,0.0174,0.9826,4.033731348978667,3.3249698e-06,2.6235848e-05,0.00041688682,0.5,-1.4697144,-1.0174589,2.9407911,-12.439296,8.435443,0.025860706,0.060011137,1.0,1.0,0.25437045,0.55270386,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC15,0.0174,0.9826,4.033731348978667,7.5191515e-06,1.716367e-05,0.00041688682,0.5,0.66338205,0.86162853,2.2415287,-8.285814,7.1759214,0.04515072,0.08156548,1.0,1.0,0.44787064,0.7487735,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PTHLH,0.0174,0.9826,4.033731348978667,3.9097056e-05,4.675566e-05,0.00041688682,0.5,0.3546514,0.36568642,1.5158861,-5.889098,7.387582,0.122965805,0.18472806,1.0,1.0,1.2025831,1.6771528,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FIBIN,0.0174,0.9826,4.033731348978667,3.7818566e-07,1.1266838e-05,0.00041688682,0.5,-1.6940728,-1.1426163,2.3141878,-9.732792,4.6523914,0.0010603324,0.058088344,1.0,1.0,0.009349325,0.51383823,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC34,0.0176,0.9824,4.022099097346268,2.2008411e-05,3.1963908e-05,0.00041688682,0.5,0.39029396,0.36633682,1.654065,-6.7498903,7.04836,0.14150266,0.15234013,1.0,1.0,1.3910244,1.3174586,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
INHBB,0.0176,0.9824,4.022099097346268,7.2916455e-06,2.6486907e-05,0.00041688682,0.5,-0.6817316,-0.57058954,2.1020613,-6.7750463,6.7584057,0.03994546,0.17617534,1.0,1.0,0.3997086,1.4824418,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGKV1D-16,0.0176,0.9824,4.022099097346268,1.1959863e-05,3.1457264e-05,0.00041688682,0.5,0.5118049,0.61468077,2.4555411,-10.217788,6.6887445,0.05391202,0.12303486,1.0,1.0,0.5444283,1.716487,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCDC198,0.0176,0.9824,4.022099097346268,5.44198e-07,1.2813626e-05,0.00041688682,0.5,-1.344105,-0.5692587,2.394425,-10.182749,4.2877903,0.0051963925,0.078091726,1.0,1.0,0.04833487,0.65898603,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL18BP,0.0176,0.9824,4.022099097346268,0.00012394426,0.00012140904,0.00041688682,0.5,0.43635473,0.16962528,1.521195,-3.354724,7.9652214,0.98063004,0.87964106,1.0,1.0,9.967562,8.963323,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM229B,0.0176,0.9824,4.022099097346268,4.182089e-05,5.8919704e-05,0.00041688682,0.5,0.04711085,0.016570568,1.4090732,-5.709552,6.1773643,0.33454317,0.43214715,1.0,1.0,3.3361423,3.8824506,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGKV7-3,0.0178,0.9822,4.010595944690736,2.1216308e-06,1.7091066e-05,0.00041688682,0.5,-0.67990977,0.16338158,2.7106347,-10.0199375,7.4149,0.01065607,0.08371712,1.0,1.0,0.093622416,1.2497268,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TUBA4B,0.0178,0.9822,4.010595944690736,6.054762e-06,1.6708715e-05,0.00041688682,0.5,0.43116054,0.72520256,2.452655,-11.28399,5.5490847,0.052520465,0.06334611,1.0,1.0,0.48407668,0.49829996,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CTXN1,0.0178,0.9822,4.010595944690736,1.3327756e-05,2.8597e-05,0.00041688682,0.5,-0.102321684,0.0017528534,2.3561583,-7.6292553,7.640092,0.068797484,0.17165217,1.0,1.0,0.70909476,1.4343687,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TWIST2,0.018,0.982,3.9992190050861995,1.5297919e-06,1.1097097e-05,0.00041688682,0.5,-0.8861974,-0.6095743,2.381464,-9.4454155,6.980996,0.0059557683,0.053859875,1.0,1.0,0.056788728,0.4747349,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CLEC12A,0.018,0.982,3.9992190050861995,4.4988e-05,4.2840646e-05,0.00041688682,0.5,0.9765166,0.6355381,2.2157905,-5.141471,8.168834,0.30962846,0.19351153,1.0,1.0,3.166414,1.9849154,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MMP3,0.0182,0.9818,3.9879654882761777,1.1146093e-07,1.6482763e-05,0.00041688682,0.5,-1.384159,-0.30489826,2.2811632,-12.725293,7.4296446,0.00048733552,0.048721846,1.0,1.0,0.0043331496,0.43394062,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GATA6,0.0182,0.9818,3.9879654882761777,1.9298675e-05,2.2495191e-05,0.00041688682,0.5,0.81465334,0.8639865,2.021432,-7.2533674,6.688588,0.08391907,0.15722749,1.0,1.0,0.8183775,1.3765849,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TMIGD3,0.0184,0.9816,3.9768326954910975,3.1942374e-05,2.4313045e-05,0.00041688682,0.5,1.479264,1.5677557,2.6151042,-7.513191,7.636283,0.30060694,0.1789555,1.0,1.0,2.9205651,1.8158218,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KRTAP3-1,0.0184,0.9816,3.9768326954910975,7.242725e-06,1.6951535e-05,0.00041688682,0.5,0.79227024,1.0785332,2.7591946,-8.607315,6.3224545,0.032426093,0.088317186,1.0,1.0,0.32083303,0.7381003,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DRC3,0.0208,0.9792,3.8517824544940926,3.4248512e-06,2.5752293e-05,0.00041688682,0.5,-0.941031,-0.7862959,2.6213043,-10.544382,7.949129,0.015708022,0.11765572,1.0,1.0,0.14521727,0.96957684,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PPIL6,0.021,0.979,3.842008738831229,3.730108e-06,2.4937694e-05,0.00041688682,0.5,-1.2963535,-0.94791126,1.7660499,-8.365357,3.926054,0.03654429,0.17607582,1.0,1.0,0.3493814,1.5218279,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRBV10-1,0.021,0.979,3.842008738831229,5.6013314e-06,1.893523e-05,0.00041688682,0.5,0.324031,0.7627659,2.6102927,-7.6155357,7.6470127,0.07185706,0.20145382,1.0,1.0,0.68272346,1.8754437,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC6,0.024,0.976,3.7054083496444687,2.4510056e-05,3.8994796e-05,0.00041688682,0.5,0.32733548,0.2931924,2.1846132,-8.386017,7.0144978,0.115129426,0.1847799,1.0,1.0,1.1259882,1.6029207,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
EMCN,0.024,0.976,3.7054083496444687,1.9610563e-05,2.4769646e-05,0.00041688682,0.5,1.0450689,1.1935258,3.255752,-9.8426895,7.571767,0.14879274,0.11060031,1.0,1.0,1.3790895,0.92312014,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
C4orf47,0.024,0.976,3.7054083496444687,2.007634e-05,3.7331534e-05,0.00041688682,0.5,-0.14724438,-0.07743311,1.4452665,-5.9061337,5.0140333,0.104729995,0.2068469,1.0,1.0,1.033174,1.849033,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
STEAP2,0.024,0.976,3.7054083496444687,4.2643865e-06,2.3151031e-05,0.00041688682,0.5,-1.0649071,-0.8748436,2.7739062,-8.974501,6.928652,0.0167914,0.115539,1.0,1.0,0.1668963,0.9948947,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CFAP73,0.0242,0.9758,3.6969046112440425,1.2776894e-05,2.7527654e-05,0.00041688682,0.5,0.30982524,0.47409534,2.1825607,-9.696117,6.2746143,0.06474114,0.09117509,1.0,1.0,0.6015946,0.7791626,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGKV6-21,0.0242,0.9758,3.6969046112440425,9.144606e-06,2.2716169e-05,0.00041688682,0.5,1.017091,1.3495626,3.2813327,-12.342762,6.943102,0.050934948,0.08298733,1.0,1.0,0.49692112,1.1604569,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CLMP,0.0242,0.9758,3.6969046112440425,6.054594e-06,2.456897e-05,0.00041688682,0.5,-0.85682285,-0.7856407,1.9964919,-7.7770433,5.7946644,0.026373185,0.088793665,1.0,1.0,0.261613,0.79715896,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPAG17,0.0242,0.9758,3.6969046112440425,8.064385e-06,2.0696465e-05,0.00041688682,0.5,0.5210852,0.61796856,3.1530492,-11.208229,5.8051386,0.030814134,0.07387665,1.0,1.0,0.28996533,0.612858,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL11,0.0242,0.9758,3.6969046112440425,6.1773862e-06,2.3226623e-05,0.00041688682,0.5,-0.45788312,-0.35088444,2.494501,-9.969628,6.5230656,0.019659597,0.052285437,1.0,1.0,0.20223002,0.47265014,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TCN2,0.0246,0.9754,3.680100804085857,5.912709e-05,7.581421e-05,0.00041688682,0.5,-0.16279118,-0.11208916,1.3000022,-4.7009916,3.174468,0.34697893,0.5188121,1.0,1.0,3.4580545,5.124096,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GCNT3,0.0248,0.9752,3.671798532024707,2.8318434e-06,1.6967908e-05,0.00041688682,0.5,-0.4180935,-0.015616417,2.7483792,-9.859577,5.569668,0.023538342,0.13259827,1.0,1.0,0.22530037,1.1424972,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CRLF2,0.025,0.975,3.663561256386137,7.901761e-06,3.0446834e-05,0.00041688682,0.5,-0.9093084,-0.82717514,2.2157025,-8.639812,7.316724,0.08283483,0.15405348,1.0,1.0,0.7885232,1.5687753,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
RP1,0.0252,0.9748,3.65538794066687,2.1746393e-05,2.8060036e-05,0.00041688682,0.5,1.2223322,1.2847123,3.398333,-10.906592,7.757496,0.08273726,0.067902565,1.0,1.0,0.80227286,0.562542,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AL033397.1,0.0252,0.9748,3.65538794066687,1.3875119e-05,1.7488082e-05,0.00041688682,0.5,1.5532006,1.8142786,3.3320603,-10.496157,6.7688084,0.055990074,0.057819586,1.0,1.0,0.5418781,0.48816875,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KDR,0.0254,0.9746,3.647277572944825,1.7912238e-05,2.8482675e-05,0.00041688682,0.5,0.49053407,0.6394768,3.424696,-9.9330845,7.69156,0.12188027,0.1338428,1.0,1.0,1.1520883,1.1217769,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM166B,0.0254,0.9746,-3.647277572944825,3.965989e-05,2.6161499e-05,0.00041688682,0.5,1.1315573,0.97153854,2.4634736,-6.819728,10.2315235,0.29024562,0.099612646,1.0,1.0,3.0107307,0.92236334,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LINC02802,0.0258,0.9742,3.631241752112879,4.838258e-05,7.183249e-05,0.00041688682,0.5,-0.013140038,-0.0054473877,1.483084,-5.3625145,6.581746,0.27815863,0.461712,1.0,1.0,2.7745175,4.1433854,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PRSS1,0.0258,0.9742,3.631241752112879,1.0818288e-06,2.2278326e-05,0.00041688682,0.5,-1.4240836,-0.63860035,2.662295,-11.152956,6.0161533,0.01160946,0.10246736,1.0,1.0,0.112477094,0.8797743,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV3OR15-7,0.026,0.974,3.623314391272683,1.3545832e-05,2.5116906e-05,0.00041688682,0.5,0.63720316,0.8006611,3.1879933,-10.535491,8.227972,0.034673482,0.0707374,1.0,1.0,0.34753317,1.0461421,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ROPN1L,0.0262,0.9738,3.6154461615712816,4.3680182e-05,5.4210563e-05,0.00041688682,0.5,0.8604954,0.8002591,2.3232553,-8.703645,8.404417,0.32927993,0.16722871,1.0,1.0,3.2881618,1.4031407,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FGF7,0.0262,0.9738,3.6154461615712816,5.3344993e-06,2.3314817e-05,0.00041688682,0.5,-0.21259041,0.120287895,2.1408806,-8.758889,5.2179203,0.034710303,0.096828446,1.0,1.0,0.33204415,0.8350649,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SERPINB5,0.0266,0.9734,3.5998835159451907,1.7776241e-06,1.8817951e-05,0.00041688682,0.5,-1.4391459,-1.2102175,2.2378247,-10.494546,5.08533,0.015755223,0.11602644,1.0,1.0,0.15289484,1.005788,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HMMR,0.0268,0.9732,3.5921873605336776,9.4459165e-06,2.698986e-05,0.00041688682,0.5,-0.61136425,-0.54619884,2.0558689,-8.00212,6.9607286,0.0667208,0.19283898,1.0,1.0,0.66694677,1.8089018,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV1-58,0.0268,0.9732,3.5921873605336776,1.6174741e-06,4.7834663e-05,0.00041688682,0.5,-0.32336944,0.22913837,2.3817213,-13.130031,4.1554127,0.008443153,0.09417537,1.0,1.0,0.08436352,1.4965289,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL13,0.027,0.973,3.5845468560888665,2.5681693e-05,3.24973e-05,0.00041688682,0.5,-0.1503243,-0.30109358,3.1840873,-10.7207775,9.993794,0.2337753,0.10874148,1.0,1.0,2.3487303,1.1195929,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
COL11A1,0.027,0.973,3.5845468560888665,2.2951592e-05,3.59319e-05,0.00041688682,0.5,0.9970633,0.8833947,2.7490525,-10.496919,7.544836,0.077826254,0.104660764,1.0,1.0,0.76982075,0.9492779,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
