names,scores,logfoldchanges,pvals,pvals_adj,tested_group
RAD54L,-0.3123877,-0.8719053,0.7547459009374295,1.0,Lymphatic EC
NEIL3,-0.32292977,-23.912386,0.7467484276418088,1.0,Lymphatic EC
BRIP1,-0.3528703,-23.807579,0.7241856911357416,1.0,Lymphatic EC
FANCB,-0.3849494,-24.175463,0.7002749061110863,1.0,Lymphatic EC
XRCC2,-0.39088717,-1.8743368,0.6958806305267582,1.0,Lymphatic EC
RAD54B,-0.4148899,-24.245726,0.67822249866036,1.0,Lymphatic EC
CDC25C,-0.47477093,-24.709692,0.6349502589970312,1.0,Lymphatic EC
BRCA1,-0.4893638,-0.56172556,0.6245841756531859,1.0,Lymphatic EC
EXO1,-0.4918798,-24.640787,0.6228043283926601,1.0,Lymphatic EC
POLE2,-0.5106995,-1.1910614,0.6095614662698599,1.0,Lymphatic EC
FANCD2,-0.5325133,-24.560188,0.5943705089016358,1.0,Lymphatic EC
BLM,-0.61805767,-24.951729,0.5365373405571232,1.0,Lymphatic EC
RAD51,-0.6565526,-25.170786,0.5114686450647239,1.0,Lymphatic EC
TTK,-0.7069986,-2.2058656,0.47956736753725315,1.0,Lymphatic EC
H2AFX,-0.71751547,-0.68718624,0.4730560842766318,1.0,Lymphatic EC
FANCI,-0.80617964,-2.6050715,0.420139271553457,1.0,Lymphatic EC
RRM2,-0.88286763,-2.1271718,0.37730780720707713,1.0,Lymphatic EC
CHEK1,-1.1334621,-25.734661,0.25702024105601995,1.0,Lymphatic EC
FANCA,-1.1634027,-25.70254,0.24466618453384092,1.0,Lymphatic EC
TYMS,-1.9320434,-4.210957,0.053354147096005965,0.5913571060080189,Lymphatic EC
FEN1,-1.9976106,-3.5655844,0.04575889136497727,0.5270588778326206,Lymphatic EC
RFC4,-2.3437884,-3.201571,0.01908900218286732,0.28150031818491444,Lymphatic EC
UBE2T,-3.8516326,-28.508593,0.00011733297197227265,0.004061234804072534,Lymphatic EC
NEIL3,-0.075839534,1.4907452,0.9395467602156716,1.0,Basal cells
CDC25A,-0.13596483,-22.371674,0.891849084187067,1.0,Basal cells
POLQ,-0.19149975,-23.081692,0.8481340679335394,1.0,Basal cells
EME1,-0.26043966,-23.561064,0.7945246425730643,1.0,Basal cells
FANCD2,-0.26835313,-1.7615288,0.7884275207315072,1.0,Basal cells
BRIP1,-0.3159746,-23.807579,0.7520217834446616,1.0,Basal cells
FANCB,-0.34469956,-24.175463,0.7303202418734196,1.0,Basal cells
RAD54B,-0.37150952,-24.245726,0.7102580547216498,1.0,Basal cells
FANCA,-0.38722378,-0.32302874,0.6985905460855013,1.0,Basal cells
POLE2,-0.41411823,-0.8303796,0.6787875205903805,1.0,Basal cells
CDC25C,-0.42512947,-24.709692,0.6707422965764587,1.0,Basal cells
EXO1,-0.44044945,-24.640787,0.6596116166055266,1.0,Basal cells
RAD54L,-0.45002443,-24.661737,0.6526928196618049,1.0,Basal cells
XRCC2,-0.51896435,-24.586975,0.6037856006960942,1.0,Basal cells
BLM,-0.5534343,-24.951729,0.5799660513476563,1.0,Basal cells
RAD51,-0.5879043,-25.170786,0.5565965531389101,1.0,Basal cells
TYMS,-0.6453542,-0.8447998,0.5186976803712169,1.0,Basal cells
TTK,-0.802384,-26.033737,0.42233086679835397,1.0,Basal cells
FANCI,-0.82699734,-1.7939371,0.40823856388095603,1.0,Basal cells
H2AFX,-0.8848979,-1.0450855,0.37621171951101673,1.0,Basal cells
BRCA1,-0.94792384,-25.652493,0.34316823966129495,1.0,Basal cells
CHEK1,-1.0149487,-25.734661,0.31013026663109056,1.0,Basal cells
RRM2,-1.2753884,-27.01365,0.20217180000480228,1.0,Basal cells
FEN1,-1.3016633,-1.2945414,0.19303151039202937,1.0,Basal cells
RFC4,-1.7604742,-1.6682627,0.07832743856245619,1.0,Basal cells
UBE2T,-2.8385615,-3.0165596,0.0045317381625051105,0.1526362571236587,Basal cells
CDC25A,-0.19072428,-22.371674,0.8487416162395778,1.0,Secretory club cells
POLQ,-0.26862574,-23.081692,0.7882176989507161,1.0,Secretory club cells
FANCB,-0.33249897,-0.055081736,0.7395125119253723,1.0,Secretory club cells
EME1,-0.36533102,-23.561064,0.7148643311888763,1.0,Secretory club cells
NEIL3,-0.40562487,-23.912386,0.6850182493214978,1.0,Secretory club cells
BRIP1,-0.44323248,-23.807579,0.6575975890682755,1.0,Secretory club cells
RAD54B,-0.52113396,-24.245726,0.6022734659316884,1.0,Secretory club cells
XRCC2,-0.5766499,-1.7350614,0.5641759615106123,1.0,Secretory club cells
CDC25C,-0.5963492,-24.709692,0.5509420010352903,1.0,Secretory club cells
EXO1,-0.6178392,-24.640787,0.5366813323544348,1.0,Secretory club cells
RAD54L,-0.6312705,-24.661737,0.5278636723276717,1.0,Secretory club cells
FANCD2,-0.6688781,-24.560188,0.5035732387681633,1.0,Secretory club cells
BLM,-0.7763284,-24.951729,0.4375551074959547,1.0,Secretory club cells
RAD51,-0.82468104,-25.170786,0.4095527010563983,1.0,Secretory club cells
FANCA,-0.8705464,-0.9047859,0.384001876724649,1.0,Secretory club cells
POLE2,-0.8837787,-25.087038,0.3768156869227237,1.0,Secretory club cells
TTK,-1.1255419,-26.033737,0.26035948518730356,1.0,Secretory club cells
H2AFX,-1.1983095,-0.71895623,0.23079651096852227,1.0,Secretory club cells
CHEK1,-1.2773851,-3.9836264,0.2014663369644637,1.0,Secretory club cells
FANCI,-1.3188131,-3.7457926,0.18723159748773632,1.0,Secretory club cells
BRCA1,-1.3296975,-25.652493,0.18361798011520436,1.0,Secretory club cells
RRM2,-1.6472131,-4.676096,0.09951425918367218,0.8250017668085671,Secretory club cells
TYMS,-1.9142071,-2.1116712,0.055593691576462274,0.5686303460247047,Secretory club cells
FEN1,-2.1400318,-2.1706047,0.03235219151398581,0.3915101672312794,Secretory club cells
RFC4,-3.1240776,-4.059146,0.0017836340246591374,0.0414336345130354,Secretory club cells
UBE2T,-4.2711296,-3.623424,1.9448547792221595e-05,0.0008130503291319651,Secretory club cells
CDC25A,-0.22893193,-2.5266087,0.8189218236541478,1.0,Epithelial cells
RAD54B,-0.42256823,-0.28073215,0.672610300609713,1.0,Epithelial cells
POLQ,-0.4441093,-23.081692,0.6569635686128907,1.0,Epithelial cells
FANCB,-0.53694093,-0.8014078,0.5913083991727088,1.0,Epithelial cells
FANCD2,-0.58031446,-0.52587277,0.5617025746253318,1.0,Epithelial cells
EME1,-0.60398865,-23.561064,0.545851196577911,1.0,Epithelial cells
NEIL3,-0.670605,-23.912386,0.5024721765286708,1.0,Epithelial cells
BRIP1,-0.73278034,-23.807579,0.46369241887729795,1.0,Epithelial cells
CDC25C,-0.98592263,-24.709692,0.3241710816537908,0.9294430358996913,Epithelial cells
EXO1,-1.0214514,-24.640787,0.30704063685098626,0.8964554184237862,Epithelial cells
XRCC2,-1.0303918,-3.3095644,0.3028261022205092,0.8896098052343598,Epithelial cells
RAD54L,-1.0436568,-24.661737,0.2966441865625452,0.877004275206598,Epithelial cells
BLM,-1.1973233,-4.626858,0.2311805605673367,0.7408891439715258,Epithelial cells
BRCA1,-1.226138,-1.0698707,0.22014676134420463,0.7169485436289873,Epithelial cells
POLE2,-1.2872292,-3.318922,0.19801440578546892,0.6669444851366175,Epithelial cells
RAD51,-1.3634155,-25.170786,0.17275159031230047,0.6040123791432281,Epithelial cells
H2AFX,-1.5059501,-0.51960963,0.1320799758987032,0.49652287235993986,Epithelial cells
FANCA,-1.5378537,-1.483927,0.12408438260174881,0.47317539231091654,Epithelial cells
TTK,-1.6073725,-3.7492392,0.10797266331736288,0.42534056337939474,Epithelial cells
FANCI,-1.6457688,-1.9698986,0.09981136981373251,0.3999732520029939,Epithelial cells
CHEK1,-2.0954032,-2.8667386,0.036135163249225756,0.1775089674067591,Epithelial cells
RRM2,-2.6260731,-4.139776,0.008637628296561664,0.05329454501818839,Epithelial cells
FEN1,-2.813485,-1.6138536,0.004900769998740644,0.032536549906194145,Epithelial cells
TYMS,-3.5627823,-3.1481252,0.000366944987780007,0.0032197707981491035,Epithelial cells
RFC4,-4.454719,-2.6746716,8.40030390590563e-06,9.853412176562807e-05,Epithelial cells
UBE2T,-6.8950243,-3.608288,5.385568673325344e-12,1.2523531363884415e-10,Epithelial cells
