,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
FANCD2,0.6728766025641025,0.32712339743589747,0.7212244809338899,4.944239e-06,2.2681556e-06,2.9402918e-09,0.25,0.9562865,0.8848467,1.4463814,-5.4001827,6.060354,0.03838900862068971,0.0020964360587002098,0.033539870689655124,0.0020964360587002098,0.055742164925466214,0.012111126855576023,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
FANCA,0.5010016025641025,0.49899839743589747,0.004006415535310115,1.6498523e-05,1.8310066e-05,2.9402918e-09,0.25,0.23328255,0.2556839,1.2650048,-3.9570723,5.1454315,0.09630926724138023,0.014675052410901468,0.07327586206896632,0.014675052410901468,0.11583185952115005,0.07158340150678466,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
FANCB,0.44871794871794873,0.5512820512820513,-0.20585205005796958,4.7569615e-06,3.1641598e-06,2.9402918e-09,0.25,0.092718825,0.029294968,1.547472,-6.432438,6.1440296,0.026670258620689585,0.0,0.024245689655172348,0.0,0.04650415340813736,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
BLM,0.44551282051282054,0.5544871794871795,-0.2188176569557263,9.816993e-06,8.392986e-06,2.9402918e-09,0.25,-0.15071097,-0.060809135,1.4007877,-5.2415905,3.7342567,0.0471443965517243,0.01886792452830189,0.038927801724138,0.016771488469601678,0.08224828622912823,0.1185604497004424,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
NEIL3,0.9114583333333334,0.08854166666666663,2.331572527897557,4.434461e-06,3.3326867e-07,2.9671838e-09,0.25,3.2605486,3.194604,2.270466,-5.0735435,11.776895,0.024784482758620635,0.0020547945205479454,0.020339439655172365,0.0020547945205479454,0.03403552789641303,0.0017296490507864542,True,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
EXO1,0.8792067307692307,0.12079326923076927,1.9849394215488712,4.19828e-06,5.8160816e-07,2.9671838e-09,0.25,2.4647207,2.4523554,1.8889297,-4.277342,9.073763,0.0413523706896552,0.0013698630136986301,0.030980603448275766,0.0013698630136986301,0.05899669361875385,0.007645827089993838,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
RAD54L,0.8581730769230769,0.14182692307692313,1.8001982790181081,1.2621863e-05,2.3622124e-06,2.9671838e-09,0.25,2.1123815,2.0759296,1.7726835,-4.2305317,7.883258,0.038658405172413854,0.0027397260273972603,0.03165409482758612,0.0027397260273972603,0.061298654163453134,0.0029342283581453637,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
RAD51,0.8389423076923077,0.1610576923076923,1.6503792526416816,9.9189165e-06,3.014477e-06,2.9671838e-09,0.25,1.7298154,1.7686381,1.5154207,-4.712102,6.8662157,0.05522629310344855,0.009589041095890413,0.04135237068965529,0.0068493150684931494,0.09942952432403473,0.023212424607183854,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FANCA,0.8347355769230769,0.16526442307692313,1.6195681965585247,1.6682869e-05,5.8740084e-06,2.9671838e-09,0.25,1.6952991,1.6755743,1.5089363,-4.338381,7.4168873,0.09630926724138023,0.015068493150684936,0.07327586206896632,0.01301369863013699,0.11583185952115005,0.041014492319585094,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
UBE2T,0.8287259615384616,0.17127403846153844,1.5766246512054032,6.935244e-05,1.2500819e-05,2.9671838e-09,0.25,1.9835117,2.0091605,1.8148329,-4.9294224,7.5497427,0.5647898706896498,0.047260273972602705,0.2425915948275906,0.03424657534246576,1.0653360512104424,0.11546639247909227,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
POLE2,0.7878605769230769,0.21213942307692313,1.3120773923841946,9.112303e-06,3.487843e-06,2.9671838e-09,0.25,1.407011,1.4057436,1.424282,-4.139681,5.8690796,0.05185883620689682,0.0061643835616438354,0.04431573275862087,0.00547945205479452,0.07740881011256522,0.011987417481782328,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
RRM2,0.7818509615384616,0.21814903846153844,1.2764856111975968,5.0297884e-05,1.1811967e-05,2.9671838e-09,0.25,1.9178687,1.9643612,2.1223366,-6.902008,7.9692907,0.2289870689655185,0.0356164383561644,0.08970905172413908,0.01917808219178083,0.44173274042784977,0.10136274412842988,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
POLQ,0.780448717948718,0.21955128205128205,1.2682831645201624,4.3337322e-06,9.756271e-07,2.9671838e-09,0.25,1.9527432,1.9817209,2.187807,-4.994398,9.963869,0.015490301724137909,0.0013698630136986301,0.013469827586206877,0.0013698630136986301,0.020717238520384828,0.0017441551875441248,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
TTK,0.7782451923076923,0.2217548076923077,1.2554692978476818,1.3539724e-05,4.08463e-06,2.9671838e-09,0.25,1.4786389,1.4625187,1.6574432,-4.279237,8.169293,0.10627693965517294,0.006164383561643835,0.056438577586207336,0.00547945205479452,0.19563609150253208,0.007931086807415357,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FEN1,0.7558092948717948,0.24419070512820518,1.1298395627622906,4.8093905e-05,1.8068662e-05,2.9671838e-09,0.25,1.2613635,1.2624369,1.4554441,-4.679925,6.506632,0.23410560344827824,0.03287671232876714,0.13806573275862286,0.02876712328767125,0.3652160990714279,0.09209437289712319,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
RFC4,0.7439903846153846,0.2560096153846154,1.0668130813551726,6.245669e-05,3.3747652e-05,2.9671838e-09,0.25,1.0656197,1.119987,1.3221588,-3.8096046,5.2641954,0.27922952586207117,0.04315068493150683,0.17093211206896838,0.03767123287671232,0.4311317437416015,0.10093914911627912,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FANCB,0.6943108974358975,0.30568910256410253,0.8203512401209443,4.7374165e-06,1.8125223e-06,2.9671838e-09,0.25,1.0315768,1.0225964,1.5660756,-4.6671524,6.5745087,0.026670258620689585,0.003424657534246575,0.024245689655172348,0.0027397260273972603,0.04650415340813736,0.00244696422465131,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
XRCC2,0.6915064102564102,0.30849358974358976,0.8071713388412417,4.800946e-06,1.8882832e-06,2.9671838e-09,0.25,1.2288963,1.1851759,1.9425788,-5.5505724,8.113988,0.04175646551724146,0.0020547945205479454,0.036503232758620704,0.0020547945205479454,0.05534388995101548,0.003541291213177459,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
CDC25A,0.6814903846153846,0.3185096153846154,0.7606294610190252,2.0003865e-06,7.7352985e-07,2.9671838e-09,0.25,1.0160912,0.959054,1.5446874,-4.158428,7.737872,0.0099676724137931,0.0006849315068493151,0.009563577586206894,0.0006849315068493151,0.011353842383066425,0.00041318182231363644,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FANCD2,0.6606570512820513,0.3393429487179487,0.6662236135752783,4.9978794e-06,2.3833827e-06,2.9671838e-09,0.25,0.98451495,0.9015293,1.6300505,-4.6026306,6.6840734,0.03838900862068971,0.012328767123287674,0.033539870689655124,0.012328767123287674,0.055742164925466214,0.03377780038084403,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
H2AFX,0.6376201923076923,0.3623798076923077,0.5650499299747591,5.351061e-05,2.8156956e-05,2.9671838e-09,0.25,0.69197726,0.62752676,1.1033256,-3.697466,4.9291296,0.23908943965517535,0.08767123287671216,0.15086206896551968,0.07465753424657519,0.3419836328563242,0.24039004094991742,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
EME1,0.6266025641025641,0.3733974358974359,0.517669095597629,2.5772372e-06,1.2773231e-06,2.9671838e-09,0.25,0.7572426,0.73010445,1.4362224,-3.9628048,5.756092,0.019531249999999955,0.00410958904109589,0.01831896551724134,0.00410958904109589,0.026556511718484114,0.011132345650005574,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
BLM,0.6079727564102564,0.3920272435897436,0.43879872703719675,9.728943e-06,1.5726093e-05,2.9671838e-09,0.25,-0.74884653,-0.65876627,1.6316324,-7.6088905,4.364544,0.0471443965517243,0.00410958904109589,0.038927801724138,0.00410958904109589,0.08224828622912823,0.011799629224321796,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FANCI,0.6031650641025641,0.3968349358974359,0.41867047316299844,1.3913437e-05,7.187846e-06,2.9671838e-09,0.25,0.66125995,0.62989044,1.4984897,-4.218583,5.8688793,0.10344827586206977,0.010958904109589043,0.07354525862069046,0.010958904109589043,0.16771352709045223,0.038798930788614246,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
TYMS,0.6011618589743589,0.3988381410256411,0.41030853293779834,5.491167e-05,2.762395e-05,2.9671838e-09,0.25,0.695674,0.6834588,1.6750177,-5.1621094,6.5308514,0.2669719827586219,0.054109589041095855,0.1330818965517262,0.033561643835616446,0.41144852280305266,0.0987733410581767,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
CDC25C,0.5901442307692307,0.4098557692307693,0.3645616430571871,6.1532296e-06,3.2173568e-06,2.9671838e-09,0.25,0.7105084,0.6869993,1.9202625,-5.994913,7.5586443,0.04108297413793112,0.00410958904109589,0.02990301724137922,0.0027397260273972603,0.0703278003465587,0.004694376532681837,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
BRIP1,0.5584935897435898,0.44150641025641024,0.2350505968631903,4.0722675e-06,2.2998756e-06,2.9671838e-09,0.25,0.5555394,0.5262728,1.9749589,-6.068844,9.122209,0.026400862068965462,0.004794520547945205,0.022225215517241322,0.004794520547945205,0.03250418830524154,0.011758265326746694,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
CHEK1,0.5168269230769231,0.48317307692307687,0.06733311872090719,1.3922125e-05,1.0731379e-05,2.9671838e-09,0.25,0.33846527,0.31786013,1.4552913,-5.843874,5.490405,0.08647629310344906,0.019863013698630146,0.07139008620689731,0.019863013698630146,0.12890108234517808,0.05279707182812461,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
BRCA1,0.5056089743589743,0.49439102564102566,0.022436838187051,1.182016e-05,1.2429992e-05,2.9671838e-09,0.25,-0.23435977,-0.2741518,1.7789457,-6.1949797,6.5373,0.09226831896551792,0.01438356164383562,0.0666756465517248,0.011643835616438359,0.11451302353592634,0.026350711866810005,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
RAD54B,0.5,0.5,0.0,6.1825804e-06,4.0413347e-06,2.9671838e-09,0.25,0.28322157,0.24967289,1.5297717,-5.9111843,5.17836,0.028825431034482683,0.006164383561643835,0.026131465517241305,0.006164383561643835,0.04275885725121372,0.02509621951112014,False,Cancer cells_vs_Fibroblasts,Cancer cells,Fibroblasts
FANCA,0.8339342948717948,0.16606570512820518,1.6137710438339052,1.6950777e-05,0.000104774364,3.047258e-09,0.25,-1.5953948,-1.5191331,1.4310386,-7.6961813,3.5670147,0.09630926724138023,0.03931055337163553,0.07327586206896632,0.0349907123417857,0.11583185952115005,0.21504337119920444,False,Cancer cells_vs_T cells,Cancer cells,T cells
POLE2,0.8263221153846154,0.17367788461538458,1.559782276512205,9.088108e-06,3.7324342e-06,3.047258e-09,0.25,1.6542634,1.7209806,1.6126639,-5.0815506,7.378643,0.05185883620689682,0.008034904315521204,0.04431573275862087,0.007646118622834695,0.07740881011256522,0.03062501945417127,False,Cancer cells_vs_T cells,Cancer cells,T cells
CDC25C,0.8139022435897436,0.1860977564102564,1.4755681157251785,6.2212252e-06,1.8104545e-06,3.047258e-09,0.25,2.1436105,2.2373228,2.1570432,-6.7039785,8.890201,0.04108297413793112,0.003499071234178578,0.02990301724137922,0.0033262775929845737,0.0703278003465587,0.010781904133946044,False,Cancer cells_vs_T cells,Cancer cells,T cells
EME1,0.7992788461538461,0.20072115384615385,1.3817931909300192,2.5873928e-06,9.590204e-07,3.047258e-09,0.25,1.6166587,1.6117449,1.7503874,-5.870121,7.605294,0.019531249999999955,0.0019871268737310477,0.01831896551724134,0.0019439284634325468,0.026556511718484114,0.007053827460874611,False,Cancer cells_vs_T cells,Cancer cells,T cells
RAD54L,0.7878605769230769,0.21213942307692313,1.3120773923841946,1.2634316e-05,3.9007155e-06,3.047258e-09,0.25,1.7412424,1.7870035,1.9790027,-6.1367884,7.899108,0.038658405172413854,0.005961380621193141,0.03165409482758612,0.005140610825521621,0.061298654163453134,0.016845559814057828,False,Cancer cells_vs_T cells,Cancer cells,T cells
NEIL3,0.7750400641025641,0.2249599358974359,1.2369923684122697,4.442906e-06,1.1978811e-06,3.047258e-09,0.25,2.108231,2.114729,2.534216,-8.501137,10.099401,0.024784482758620635,0.00479502354313361,0.020339439655172365,0.0045790314916411045,0.03403552789641303,0.013495685801566033,False,Cancer cells_vs_T cells,Cancer cells,T cells
EXO1,0.7736378205128205,0.22636217948717952,1.2289675200310284,4.3296354e-06,1.2859982e-06,3.047258e-09,0.25,1.6553555,1.6864595,2.0308466,-9.341135,8.423729,0.0413523706896552,0.003671864875372581,0.030980603448275766,0.003542269644477078,0.05899669361875385,0.010189590824442752,False,Cancer cells_vs_T cells,Cancer cells,T cells
RAD54B,0.750801282051282,0.24919871794871795,1.1028903432496748,6.206412e-06,1.996731e-06,3.047258e-09,0.25,1.4194697,1.4260826,1.7488,-5.8854475,6.9239635,0.028825431034482683,0.002764698259104063,0.026131465517241305,0.002721499848805562,0.04275885725121372,0.013427436419605742,False,Cancer cells_vs_T cells,Cancer cells,T cells
CDC25A,0.7391826923076923,0.2608173076923077,1.0417248894535005,1.9432716e-06,7.163789e-07,3.047258e-09,0.25,1.524398,1.4731007,1.9408388,-6.2433796,7.688162,0.0099676724137931,0.0019007300531340458,0.009563577586206894,0.0019007300531340458,0.011353842383066425,0.0055486178280467315,False,Cancer cells_vs_T cells,Cancer cells,T cells
RAD51,0.7287660256410257,0.27123397435897434,0.9883708824591355,9.915969e-06,5.5345495e-06,3.047258e-09,0.25,1.0828102,1.1292067,1.5428028,-6.382079,6.2797318,0.05522629310344855,0.01321871355134135,0.04135237068965529,0.011533975549699808,0.09942952432403473,0.04157831272590544,False,Cancer cells_vs_T cells,Cancer cells,T cells
BRIP1,0.7275641025641025,0.27243589743589747,0.9822987380296978,4.176656e-06,1.5905023e-06,3.047258e-09,0.25,1.5457805,1.4571371,2.2363515,-8.009498,10.127883,0.026400862068965462,0.00509741241522312,0.022225215517241322,0.004881420363730613,0.03250418830524154,0.023640503330955655,False,Cancer cells_vs_T cells,Cancer cells,T cells
FEN1,0.7243589743589743,0.27564102564102566,0.9661876805450187,4.8686088e-05,2.4799683e-05,3.047258e-09,0.25,1.2197236,1.2753735,1.7541387,-6.877141,7.180334,0.23410560344827824,0.05300444943626,0.13806573275862286,0.03732342649790458,0.3652160990714279,0.1940394291735255,False,Cancer cells_vs_T cells,Cancer cells,T cells
UBE2T,0.7075320512820513,0.2924679487179487,0.8834278269633238,7.0516e-05,2.408137e-05,3.047258e-09,0.25,1.2432728,1.2979727,1.9211973,-6.820689,6.459901,0.5647898706896498,0.05836105231327387,0.2425915948275906,0.04298241824700779,1.0653360512104424,0.23901435339428861,False,Cancer cells_vs_T cells,Cancer cells,T cells
XRCC2,0.6877003205128205,0.3122996794871795,0.7893899069206074,4.9317155e-06,2.1662256e-06,3.047258e-09,0.25,1.1786268,1.2043886,1.9376404,-6.662903,8.40841,0.04175646551724146,0.004579031491641104,0.036503232758620704,0.004449436260745601,0.05534388995101548,0.01811180871936666,False,Cancer cells_vs_T cells,Cancer cells,T cells
POLQ,0.6682692307692307,0.3317307692307693,0.7003674133525339,4.3485065e-06,2.0817076e-06,3.047258e-09,0.25,1.2002162,1.1908045,2.2916744,-8.393965,9.08616,0.015490301724137909,0.004190245798954595,0.013469827586206877,0.003931055337163585,0.020717238520384828,0.013847999200953085,False,Cancer cells_vs_T cells,Cancer cells,T cells
RRM2,0.657051282051282,0.34294871794871795,0.650181130737136,5.129622e-05,3.1192485e-05,3.047258e-09,0.25,1.0566884,1.1393461,2.3021922,-8.963237,8.126642,0.2289870689655185,0.07335090068685401,0.08970905172413908,0.027301395308652773,0.44173274042784977,0.18729479540448216,False,Cancer cells_vs_T cells,Cancer cells,T cells
TTK,0.6452323717948718,0.3547676282051282,0.5981474988591934,1.361764e-05,5.7372e-06,3.047258e-09,0.25,0.92366976,0.88204956,1.6997783,-5.137292,7.7813625,0.10627693965517294,0.008812475700894223,0.056438577586207336,0.007559721802237692,0.19563609150253208,0.031584674098531086,False,Cancer cells_vs_T cells,Cancer cells,T cells
CHEK1,0.6304086538461539,0.36959134615384615,0.5339703293955955,1.3578843e-05,9.981307e-06,3.047258e-09,0.25,0.8333081,0.86377907,1.788509,-7.6510057,6.3001146,0.08647629310344906,0.02229037971402661,0.07139008620689731,0.019180094172534533,0.12890108234517808,0.08046911431343803,False,Cancer cells_vs_T cells,Cancer cells,T cells
BRCA1,0.6235977564102564,0.3764022435897436,0.5048471604967981,1.19641645e-05,7.065827e-06,3.047258e-09,0.25,0.75965774,0.8159208,1.8358643,-9.106192,7.3661413,0.09226831896551792,0.01978487191671354,0.0666756465517248,0.01667458637522146,0.11451302353592634,0.07377970424255866,False,Cancer cells_vs_T cells,Cancer cells,T cells
TYMS,0.6175881410256411,0.3824118589743589,0.4793235942026074,5.593378e-05,4.3575485e-05,3.047258e-09,0.25,0.7708683,0.8304758,2.0999622,-8.526326,7.622493,0.2669719827586219,0.09754201045401366,0.1330818965517262,0.04203205322044084,0.41144852280305266,0.27008024975337913,False,Cancer cells_vs_T cells,Cancer cells,T cells
BLM,0.6103766025641025,0.38962339743589747,0.44889551365068064,9.662383e-06,1.3610832e-05,3.047258e-09,0.25,-0.72360045,-0.65134907,1.49319,-6.972946,3.8864717,0.0471443965517243,0.022419974944922122,0.038927801724138,0.021210419456564093,0.08224828622912823,0.11909738674226199,False,Cancer cells_vs_T cells,Cancer cells,T cells
FANCI,0.5314503205128205,0.4685496794871795,0.1259675850275409,1.3968519e-05,1.0450346e-05,3.047258e-09,0.25,0.37281764,0.38698387,1.5853268,-7.399955,5.566697,0.10344827586206977,0.018748110069549514,0.07354525862069046,0.01632899909283345,0.16771352709045223,0.07292575368201697,False,Cancer cells_vs_T cells,Cancer cells,T cells
H2AFX,0.5146233974358975,0.48537660256410253,0.058510275122484745,5.5041022e-05,5.7957797e-05,3.047258e-09,0.25,-0.2399594,-0.2894888,1.2332741,-5.734111,3.6798887,0.23908943965517535,0.09136463778132664,0.15086206896551968,0.0724869324808818,0.3419836328563242,0.4556074071975327,False,Cancer cells_vs_T cells,Cancer cells,T cells
FANCB,0.5068108974358975,0.49318910256410253,0.02724527443219449,4.694371e-06,3.3394608e-06,3.047258e-09,0.25,0.33246008,0.28548813,1.9251192,-6.1362743,7.1611805,0.026670258620689585,0.009158062983282237,0.024245689655172348,0.008639682059700223,0.04650415340813736,0.04474080677089891,False,Cancer cells_vs_T cells,Cancer cells,T cells
FANCD2,0.49499198717948717,0.5050080128205128,-0.02003272079862861,5.0012754e-06,5.5243468e-06,3.047258e-09,0.25,-0.17518216,-0.22562599,1.6735207,-7.6152306,5.9209642,0.03838900862068971,0.011533975549699801,0.033539870689655124,0.010626808933431282,0.055742164925466214,0.04715781457309889,False,Cancer cells_vs_T cells,Cancer cells,T cells
RFC4,0.46113782051282054,0.5388621794871795,-0.1557628801861869,6.393817e-05,8.1048915e-05,3.047258e-09,0.25,-0.21979016,-0.13595915,1.3383763,-5.092061,3.6516247,0.27922952586207117,0.04721586245626086,0.17093211206896838,0.03745302172880007,0.4311317437416015,0.21484075103378775,False,Cancer cells_vs_T cells,Cancer cells,T cells
RAD51,0.9108573717948718,0.0891426282051282,2.3241485704576688,9.909744e-06,2.1272076e-06,3.7609387e-09,0.25,2.0660326,2.0985088,1.3515878,-4.642682,7.4147034,0.05522629310344855,0.0006635700066357001,0.04135237068965529,0.0006635700066357001,0.09942952432403473,0.0028479399426424895,True,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
NEIL3,0.9034455128205128,0.09655448717948723,2.2361082259464,4.2082565e-06,3.4722424e-07,3.7609387e-09,0.25,3.0056505,2.9880095,2.1396632,-4.1764545,10.102447,0.024784482758620635,0.0006635700066357001,0.020339439655172365,0.0006635700066357001,0.03403552789641303,0.00031573012639087407,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
FEN1,0.8846153846153846,0.11538461538461542,2.0368818518987246,4.744253e-05,1.0876432e-05,3.7609387e-09,0.25,1.8983755,1.8704505,1.3978522,-4.393569,7.0862637,0.23410560344827824,0.013934970139349696,0.13806573275862286,0.012607830126078298,0.3652160990714279,0.050941959170649864,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
CDC25A,0.8677884615384616,0.13221153846153844,1.8815447089875952,1.9071825e-06,3.8540026e-07,3.7609387e-09,0.25,2.0381868,2.0004692,1.629201,-4.050146,9.012678,0.0099676724137931,0.0,0.009563577586206894,0.0,0.011353842383066425,0.0,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
XRCC2,0.8311298076923077,0.1688701923076923,1.5936556151457473,4.784709e-06,1.0885809e-06,3.7609387e-09,0.25,1.937854,1.942976,1.797123,-5.8030834,8.147724,0.04175646551724146,0.0006635700066357001,0.036503232758620704,0.0006635700066357001,0.05534388995101548,0.00803353518929419,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
EME1,0.8265224358974359,0.1734775641025641,1.561178739523307,2.5191753e-06,6.780739e-07,3.7609387e-09,0.25,1.517895,1.460248,1.3673917,-3.4097939,6.4161673,0.019531249999999955,0.0006635700066357001,0.01831896551724134,0.0006635700066357001,0.026556511718484114,0.0046113273567456575,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
UBE2T,0.8131009615384616,0.18689903846153844,1.470286674785328,6.809187e-05,1.2001662e-05,3.7609387e-09,0.25,1.7597919,1.7574787,1.6833088,-4.816306,6.7630806,0.5647898706896498,0.02587923025879231,0.2425915948275906,0.02322495023224951,1.0653360512104424,0.10069682417492119,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
FANCD2,0.7998798076923077,0.2001201923076923,1.3855432909465777,4.8761567e-06,1.4625915e-06,3.7609387e-09,0.25,1.6781344,1.5960932,1.6963286,-4.908867,8.381307,0.03838900862068971,0.0013271400132714001,0.033539870689655124,0.0013271400132714001,0.055742164925466214,0.007057652574457093,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
CDC25C,0.7918669871794872,0.20813301282051277,1.3362160367796447,6.10712e-06,1.3940752e-06,3.7609387e-09,0.25,1.67578,1.5904484,1.7526367,-5.720955,9.046253,0.04108297413793112,0.0006635700066357001,0.02990301724137922,0.0006635700066357001,0.0703278003465587,0.008092317154093902,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
EXO1,0.7896634615384616,0.21033653846153844,1.322898009681863,4.042806e-06,8.697998e-07,3.7609387e-09,0.25,1.6705221,1.6462002,1.7663777,-5.615078,8.540522,0.0413523706896552,0.0019907100199071,0.030980603448275766,0.0019907100199071,0.05899669361875385,0.0010833979463385252,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
RRM2,0.7848557692307693,0.21514423076923073,1.294191289696425,4.9718677e-05,1.0508735e-05,3.7609387e-09,0.25,1.8076587,1.7939157,1.9500256,-6.8056917,7.3985157,0.2289870689655185,0.007299270072992702,0.08970905172413908,0.004644990046449901,0.44173274042784977,0.019103545398772234,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
TYMS,0.7824519230769231,0.21754807692307687,1.2800125777562321,5.3922766e-05,1.49585685e-05,3.7609387e-09,0.25,1.6351649,1.6337543,1.7702541,-5.5204935,7.4357758,0.2669719827586219,0.0179163901791639,0.1330818965517262,0.0092899800928998,0.41144852280305266,0.037337005120005345,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
CHEK1,0.7293669871794872,0.2706330128205128,0.9914132869753475,1.356591e-05,5.937655e-06,3.7609387e-09,0.25,1.0960492,1.10215,1.4214154,-4.818981,5.9352827,0.08647629310344906,0.0019907100199071,0.07139008620689731,0.0019907100199071,0.12890108234517808,0.01412736223402973,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
FANCB,0.7239583333333334,0.27604166666666663,0.9641819971651053,4.639229e-06,1.5663245e-06,3.7609387e-09,0.25,1.088008,1.11448,1.484598,-4.5363083,6.0310154,0.026670258620689585,0.0026542800265428003,0.024245689655172348,0.0026542800265428003,0.04650415340813736,0.008025021777489576,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
RFC4,0.7073317307692307,0.2926682692307693,0.8824599641469475,6.1954626e-05,3.4212022e-05,3.7609387e-09,0.25,0.92299837,0.97268105,1.3010007,-3.8527164,5.5405874,0.27922952586207117,0.019907100199071003,0.17093211206896838,0.019907100199071003,0.4311317437416015,0.07655814463496931,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
RAD54L,0.703926282051282,0.29607371794871795,0.8660651476695569,1.2228976e-05,3.6434417e-06,3.7609387e-09,0.25,1.2166791,1.1266804,1.737729,-5.7907047,7.108366,0.038658405172413854,0.0006635700066357001,0.03165409482758612,0.0006635700066357001,0.061298654163453134,0.0002808405309953022,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
FANCA,0.6684695512820513,0.3315304487179487,0.7012711757366139,1.6337435e-05,9.657256e-06,3.7609387e-09,0.25,0.9052043,0.87322044,1.4841622,-4.7826195,6.864441,0.09630926724138023,0.0092899800928998,0.07327586206896632,0.0092899800928998,0.11583185952115005,0.045145235303380396,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
POLQ,0.6534455128205128,0.3465544871794872,0.6342190821371383,4.1831227e-06,1.8431715e-06,3.7609387e-09,0.25,0.99335986,1.0696125,2.099065,-6.1478443,9.880898,0.015490301724137909,0.0,0.013469827586206877,0.0,0.020717238520384828,0.0,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
POLE2,0.6442307692307693,0.3557692307692307,0.5937746941610222,9.074048e-06,4.7730646e-06,3.7609387e-09,0.25,0.8041444,0.7927675,1.3532121,-3.7041779,5.207447,0.05185883620689682,0.006635700066357002,0.04431573275862087,0.006635700066357002,0.07740881011256522,0.023978388634584742,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
BRIP1,0.608573717948718,0.39142628205128205,0.4413208414372588,3.9437305e-06,1.9056489e-06,3.7609387e-09,0.25,0.75835705,0.77142525,1.8929226,-5.494051,8.578209,0.026400862068965462,0.0006635700066357001,0.022225215517241322,0.0006635700066357001,0.03250418830524154,0.006043442683385247,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
RAD54B,0.5691105769230769,0.43088942307692313,0.2782232469499253,6.1942555e-06,3.1397294e-06,3.7609387e-09,0.25,0.57299227,0.52502155,1.5063412,-5.109331,5.4512234,0.028825431034482683,0.0019907100199071,0.026131465517241305,0.0019907100199071,0.04275885725121372,0.005210861553916838,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
