,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,celltype
MACROD2,0.9678,0.032200000000000006,3.4030587015826104,0.0006689698,1.8326085e-05,9.725543e-08,0.5,6.523304,6.5771127,3.1695728,-5.90839,15.091719,2.1296747,0.18184428,1.0,1.0,20.063904,1.653409,True,B cells vs Rest,B cells,Rest,B cells
GABRP,0.5392,0.4608,0.1571224470610212,9.679649e-06,4.117636e-06,9.725543e-08,0.5,1.1648166,0.9012127,3.3268833,-11.007421,15.956867,0.059100233,0.039191984,1.0,1.0,0.4785178,0.33248648,False,B cells vs Rest,B cells,Rest,B cells
DES,0.5394,0.4606,0.1579274201473505,7.169139e-06,8.231135e-06,9.725543e-08,0.5,1.0117062,0.92977047,3.734595,-11.99934,15.13014,0.0034868328,0.02491211,1.0,1.0,0.028048256,0.21427292,False,B cells vs Rest,B cells,Rest,B cells
IGHV1-58,0.5398,0.46020000000000005,0.15953751977833575,2.7074063e-06,9.1024285e-06,9.725543e-08,0.5,-1.1641911,-0.9919996,3.466578,-15.442504,13.0146475,0.015647043,0.06381806,1.0,1.0,0.16667406,0.8315976,False,B cells vs Rest,B cells,Rest,B cells
ACTA1,0.5398,0.46020000000000005,0.15953751977833575,3.4888915e-06,2.7694148e-06,9.725543e-08,0.5,0.9359949,0.7014618,2.0715494,-6.4221325,9.366434,0.019029774,0.03215206,1.0,1.0,0.15066588,0.28191823,False,B cells vs Rest,B cells,Rest,B cells
PILRA,0.54,0.45999999999999996,0.16034264685456778,9.972417e-05,0.00010246423,9.725543e-08,0.5,0.81032974,0.78190136,2.6099584,-8.969075,10.416914,0.3562126,0.5046317,1.0,1.0,3.1040044,5.2525554,False,B cells vs Rest,B cells,Rest,B cells
FABP3,0.54,0.45999999999999996,0.16034264685456778,3.0257219e-05,3.0541265e-05,9.725543e-08,0.5,0.6855844,0.7196541,2.1959043,-8.772512,9.749572,0.24793164,0.2647426,1.0,1.0,2.1808517,2.6388483,False,B cells vs Rest,B cells,Rest,B cells
IGLV2-18,0.54,0.45999999999999996,0.16034264685456778,6.372177e-05,0.000109052206,9.725543e-08,0.5,1.4656866,1.0648232,4.587977,-17.69907,15.654855,0.28207314,0.44752213,1.0,1.0,2.6826525,5.63405,False,B cells vs Rest,B cells,Rest,B cells
CD86,0.5402,0.4598,0.1611478257925102,0.000115578805,0.0001681099,9.725543e-08,0.5,0.7768554,0.8443632,2.7152772,-8.0706215,9.395335,0.32762954,0.760023,1.0,1.0,2.7889006,8.129492,False,B cells vs Rest,B cells,Rest,B cells
TRBV16,0.5404,0.4596,0.16195305685820416,3.3148642e-06,8.0478116e-05,9.725543e-08,0.5,-1.3131803,-0.8629255,4.0266223,-18.736988,12.147896,0.004911522,0.09373116,1.0,1.0,0.037199344,0.8768936,False,B cells vs Rest,B cells,Rest,B cells
IL6,0.5404,0.4596,0.16195305685820416,9.5803196e-05,0.00011674824,9.725543e-08,0.5,1.1704994,0.7722869,3.1021037,-5.981702,11.528655,0.41850355,0.44225115,1.0,1.0,3.6242452,4.385638,False,B cells vs Rest,B cells,Rest,B cells
IGKV3-15,0.5406,0.45940000000000003,0.1627583403177918,0.0012206685,0.0032156173,9.725543e-08,0.5,-0.72837096,-0.9322567,4.097376,-12.68929,12.52192,0.78874576,1.784327,1.0,1.0,7.262005,21.325441,False,B cells vs Rest,B cells,Rest,B cells
NRN1,0.5406,0.45940000000000003,0.1627583403177918,3.1767766e-05,3.1381474e-05,9.725543e-08,0.5,1.0047805,0.7324791,2.5246322,-6.985875,12.219797,0.07269513,0.12962309,1.0,1.0,0.6099712,1.2323213,False,B cells vs Rest,B cells,Rest,B cells
AC079466.1,0.5406,0.45940000000000003,0.1627583403177918,4.6118503e-06,8.2569595e-06,9.725543e-08,0.5,1.0414184,1.6482296,4.960526,-14.6512785,17.761303,0.02428676,0.047845006,1.0,1.0,0.19161095,0.3867105,False,B cells vs Rest,B cells,Rest,B cells
RERGL,0.5412,0.4588,0.16517450772288556,4.3317354e-07,1.2579129e-06,9.725543e-08,0.5,3.2045743,2.7972937,5.581421,-16.848148,15.96932,0.001120535,0.0053257807,1.0,1.0,0.009008354,0.04376375,False,B cells vs Rest,B cells,Rest,B cells
IL17F,0.5412,0.4588,0.16517450772288556,5.4379007e-07,2.8246416e-06,9.725543e-08,0.5,-0.9637083,-0.90092754,2.986297,-12.672478,12.120567,0.0016223836,0.023238441,1.0,1.0,0.013779509,0.1933317,False,B cells vs Rest,B cells,Rest,B cells
UNC5B,0.5412,0.4588,0.16517450772288556,7.119094e-05,8.683892e-05,9.725543e-08,0.5,1.2440832,0.78517437,2.945629,-7.8416224,12.022042,0.17489342,0.26392868,1.0,1.0,1.4475056,2.4514327,False,B cells vs Rest,B cells,Rest,B cells
TNFAIP6,0.5416,0.45840000000000003,0.16678555284633767,5.5325818e-05,0.000120404824,9.725543e-08,0.5,-0.5981214,-0.84043217,3.1579447,-11.35915,14.262262,0.12524314,0.36803785,1.0,1.0,1.0145305,3.5613494,False,B cells vs Rest,B cells,Rest,B cells
IGFL1,0.5418,0.45820000000000005,0.16759115626406396,3.4228026e-06,2.3203029e-06,9.725543e-08,0.5,1.4048843,1.1441908,4.1366997,-13.214823,19.026505,0.026421031,0.024381187,1.0,1.0,0.19248267,0.19846362,False,B cells vs Rest,B cells,Rest,B cells
FOXB1,0.5422,0.4578,0.16920252614587805,1.9183967e-06,4.5519424e-05,9.725543e-08,0.5,-1.1486415,-0.82551193,3.4803636,-15.339896,12.590127,0.009787857,0.08579373,1.0,1.0,0.0795651,0.82113165,False,B cells vs Rest,B cells,Rest,B cells
TRBV11-1,0.5424,0.4576,0.1700082931440291,3.3917895e-05,5.559598e-05,9.725543e-08,0.5,0.713544,0.7622895,2.9135613,-12.272995,13.708678,0.04501718,0.22768192,1.0,1.0,0.35964292,2.0910385,False,B cells vs Rest,B cells,Rest,B cells
IGHGP,0.5426,0.45740000000000003,0.17081411520323098,5.2275846e-06,2.1574895e-05,9.725543e-08,0.5,-1.3819101,-1.0949163,3.9891899,-12.937858,11.005947,0.010108565,0.09287779,1.0,1.0,0.09896914,1.3141488,False,B cells vs Rest,B cells,Rest,B cells
TXN,0.5426,0.45740000000000003,0.17081411520323098,0.0019815068,0.0032483127,9.725543e-08,0.5,-0.5097779,-0.624578,1.3884932,-4.754482,5.822866,2.9144611,3.3765306,1.0,1.0,26.586739,32.924885,False,B cells vs Rest,B cells,Rest,B cells
IGLV1-36,0.5428,0.45720000000000005,0.1716199925907843,5.4260186e-06,5.322887e-05,9.725543e-08,0.5,-0.8956287,-0.8595438,3.3650315,-12.305334,8.594658,0.021028569,0.27242827,1.0,1.0,0.1915777,3.6800184,False,B cells vs Rest,B cells,Rest,B cells
IGLVI-70,0.543,0.45699999999999996,0.1724259255740992,2.6912526e-06,1.8074768e-05,9.725543e-08,0.5,-0.95116436,-1.1562877,4.17327,-16.13634,14.025589,0.010765694,0.18507832,1.0,1.0,0.09025731,2.5474334,False,B cells vs Rest,B cells,Rest,B cells
PRELP,0.5432,0.4568,0.1732319144206932,2.441905e-05,5.2688407e-05,9.725543e-08,0.5,1.1570234,0.9333029,3.9491835,-14.340961,17.260326,0.03135894,0.15381044,1.0,1.0,0.25566986,1.3288816,False,B cells vs Rest,B cells,Rest,B cells
DHRS9,0.5436,0.45640000000000003,0.17484406077434267,5.0534236e-05,4.6392608e-05,9.725543e-08,0.5,0.8242402,0.7800636,2.5229087,-7.3336916,8.575588,0.17230494,0.26070762,1.0,1.0,1.4705757,2.866052,False,B cells vs Rest,B cells,Rest,B cells
AL355881.1,0.5438,0.45620000000000005,0.17565021881698584,7.253478e-05,7.522246e-05,9.725543e-08,0.5,1.0101528,0.7953658,2.7077227,-7.039076,14.571668,0.15181698,0.21533227,1.0,1.0,1.2690213,2.2531335,False,B cells vs Rest,B cells,Rest,B cells
IGHV2-70D,0.5392,0.4608,0.1571224470610212,4.784346e-06,4.0249684e-05,9.725543e-08,0.5,-1.3578774,-1.079524,4.3494587,-14.819255,11.49457,0.013768502,0.1932287,1.0,1.0,0.12357549,2.3430536,False,B cells vs Rest,B cells,Rest,B cells
LAIR1,0.544,0.45599999999999996,0.17645643379408527,0.00016308203,0.00028785618,9.725543e-08,0.5,-0.51112753,-0.72295,2.2602205,-7.8897123,10.210579,0.35465896,1.0223343,1.0,1.0,3.0538073,10.38875,False,B cells vs Rest,B cells,Rest,B cells
CALY,0.5392,0.4608,0.1571224470610212,5.0962403e-06,2.7522761e-05,9.725543e-08,0.5,-0.84235626,-0.7975693,2.9097357,-11.415416,10.183195,0.007608593,0.095171124,1.0,1.0,0.05920741,0.8789477,False,B cells vs Rest,B cells,Rest,B cells
TYROBP,0.538,0.46199999999999997,0.1522936660223848,0.0022730415,0.0026491827,9.725543e-08,0.5,0.9811987,0.81195164,3.0543046,-9.738884,11.886299,1.7202919,2.393084,1.0,1.0,15.211631,24.519724,False,B cells vs Rest,B cells,Rest,B cells
TRAV41,0.5328,0.46719999999999995,0.13138868507682167,4.239469e-05,3.705384e-05,9.725543e-08,0.5,0.6509958,0.7628164,3.5304873,-13.078442,12.799752,0.13507505,0.29821792,1.0,1.0,1.2238467,2.768182,False,B cells vs Rest,B cells,Rest,B cells
SAA1,0.533,0.46699999999999997,0.13219216384539734,0.00021288927,0.00013029337,9.725543e-08,0.5,-0.47338057,-0.8429804,3.8186371,-10.455915,15.475393,0.6137149,0.43154466,1.0,1.0,5.3916287,3.7818782,False,B cells vs Rest,B cells,Rest,B cells
DERL3,0.533,0.46699999999999997,0.13219216384539734,8.823052e-05,0.00025423153,9.725543e-08,0.5,-0.89834374,-0.7105508,2.5585213,-8.203209,8.109416,0.21872611,0.7468252,1.0,1.0,1.9743234,9.112831,False,B cells vs Rest,B cells,Rest,B cells
HBB,0.533,0.46699999999999997,0.13219216384539734,0.00035045718,0.002035882,9.725543e-08,0.5,1.5208918,1.0512295,5.219008,-14.866011,14.7868,0.5406384,0.80074084,1.0,1.0,4.693213,8.025681,False,B cells vs Rest,B cells,Rest,B cells
FOXP3,0.5332,0.4668,0.13299568522439087,0.00015435016,0.00022062936,9.725543e-08,0.5,0.6695269,0.75107574,3.0389,-13.33034,12.580539,0.18445775,0.56981885,1.0,1.0,1.4410069,5.1889434,False,B cells vs Rest,B cells,Rest,B cells
HIST1H3F,0.5336,0.46640000000000004,0.13460285686493767,1.0842461e-05,3.688914e-05,9.725543e-08,0.5,-0.6704555,-0.6973977,2.531498,-9.573568,12.498615,0.032299902,0.14563654,1.0,1.0,0.27940476,1.3446981,False,B cells vs Rest,B cells,Rest,B cells
TMIGD3,0.5338,0.46619999999999995,0.13540650765235407,1.9455674e-05,2.8449627e-05,9.725543e-08,0.5,0.60286945,0.76366615,3.1501,-12.146818,12.067582,0.09076309,0.1949205,1.0,1.0,0.77304137,1.9839023,False,B cells vs Rest,B cells,Rest,B cells
TRBV11-2,0.5344,0.4656,0.13781772304011963,0.00013488659,0.00028371697,9.725543e-08,0.5,-0.56185085,-0.7191391,2.9682815,-13.50582,11.085556,0.14441448,0.7194845,1.0,1.0,1.1820817,6.623896,False,B cells vs Rest,B cells,Rest,B cells
IGHV1-12,0.5344,0.4656,0.13781772304011963,1.1678715e-06,9.772438e-06,9.725543e-08,0.5,-1.164281,-1.0301409,3.6475549,-11.812614,10.300686,0.003336896,0.034356955,1.0,1.0,0.03130273,0.5252548,False,B cells vs Rest,B cells,Rest,B cells
CALCA,0.5346,0.46540000000000004,0.13862155005530852,8.030259e-07,9.75946e-07,9.725543e-08,0.5,1.625831,0.9940195,3.8037264,-8.020475,14.443319,0.008693444,0.020115502,1.0,1.0,0.073890574,0.19035408,False,B cells vs Rest,B cells,Rest,B cells
S100A1,0.5348,0.46519999999999995,0.13942542178572737,2.0493519e-05,3.577099e-05,9.725543e-08,0.5,0.43635333,0.68492126,2.683483,-10.269453,11.49991,0.12595019,0.29602918,1.0,1.0,1.0371983,2.5421321,False,B cells vs Rest,B cells,Rest,B cells
AC013287.1,0.5352,0.4648,0.14103330044629125,3.4322813e-06,6.1640358e-06,9.725543e-08,0.5,1.0474346,0.8116741,3.5200531,-10.827053,15.929609,0.017781125,0.041394364,1.0,1.0,0.1478107,0.3404816,False,B cells vs Rest,B cells,Rest,B cells
CST2,0.5352,0.4648,0.14103330044629125,3.08485e-06,8.496998e-06,9.725543e-08,0.5,1.1569128,1.1862364,4.679795,-14.193985,17.585815,0.012636934,0.041393597,1.0,1.0,0.09886683,0.3513523,False,B cells vs Rest,B cells,Rest,B cells
TNFAIP2,0.5354,0.4646,0.1418373079036761,0.0003764415,0.0003690173,9.725543e-08,0.5,1.1422433,0.7855196,2.817302,-6.1658707,10.145593,0.8494786,0.91358715,1.0,1.0,7.3247395,8.843137,False,B cells vs Rest,B cells,Rest,B cells
IGLV1-50,0.5356,0.46440000000000003,0.14264136113076975,5.0069696e-07,2.1838923e-06,9.725543e-08,0.5,-1.1609889,-1.4300404,4.0545363,-14.414095,13.292119,0.0019707195,0.023051925,1.0,1.0,0.019390557,0.354359,False,B cells vs Rest,B cells,Rest,B cells
SPAG1,0.5356,0.46440000000000003,0.14264136113076975,0.00016598451,0.00012892918,9.725543e-08,0.5,0.82252765,0.6211438,1.7185298,-4.162492,8.315284,0.5478655,0.55675876,1.0,1.0,4.8085012,5.246604,False,B cells vs Rest,B cells,Rest,B cells
MMP11,0.5358,0.46419999999999995,0.14344546039141393,3.444499e-05,0.0001959452,9.725543e-08,0.5,-0.9415165,-0.8120179,3.1674442,-12.151449,11.717761,0.08421801,0.40463802,1.0,1.0,0.6880869,3.7366498,False,B cells vs Rest,B cells,Rest,B cells
TRBV6-1,0.5362,0.4638,0.14505379806916763,0.00013518709,0.00032273127,9.725543e-08,0.5,-0.5453187,-0.7595358,3.0704691,-10.426424,12.903823,0.20962057,0.7630448,1.0,1.0,1.7984062,7.0501676,False,B cells vs Rest,B cells,Rest,B cells
CCL11,0.5368,0.46319999999999995,0.14746665643865253,9.0084095e-06,2.0781777e-05,9.725543e-08,0.5,0.9690835,0.8311558,3.598304,-11.905202,16.145763,0.011947288,0.09192232,1.0,1.0,0.08936497,0.83420897,False,B cells vs Rest,B cells,Rest,B cells
TRAV40,0.537,0.46299999999999997,0.14827103744633263,4.41694e-06,3.9396505e-06,9.725543e-08,0.5,0.7768435,0.7579727,3.2721007,-12.356814,14.239939,0.01258434,0.06357603,1.0,1.0,0.103269935,0.5804196,False,B cells vs Rest,B cells,Rest,B cells
ROPN1L,0.5372,0.4628,0.1490754663369963,4.4832836e-05,4.0946074e-05,9.725543e-08,0.5,0.87382776,0.73721075,2.6526377,-7.329543,11.2907715,0.062424567,0.18041807,1.0,1.0,0.4987167,1.5257362,False,B cells vs Rest,B cells,Rest,B cells
MAP1A,0.5372,0.4628,0.1490754663369963,9.1920745e-05,7.274006e-05,9.725543e-08,0.5,0.76239365,0.6622262,2.049394,-6.3597794,10.195755,0.16981044,0.43733835,1.0,1.0,1.4582822,4.072983,False,B cells vs Rest,B cells,Rest,B cells
ASPM,0.5374,0.4626,0.1498799433752176,2.2185706e-05,8.346367e-05,9.725543e-08,0.5,-0.65449876,-0.6947675,2.762825,-13.264088,12.182394,0.069541045,0.2674331,1.0,1.0,0.5760265,2.4825776,False,B cells vs Rest,B cells,Rest,B cells
GZMK,0.5374,0.4626,0.1498799433752176,0.00080317614,0.0018566208,9.725543e-08,0.5,-0.98072726,-0.8165598,3.6825316,-19.081911,12.729258,0.50911564,1.4122316,1.0,1.0,4.407132,13.5904665,False,B cells vs Rest,B cells,Rest,B cells
MFAP4,0.5374,0.4626,0.1498799433752176,6.872134e-05,0.00016753655,9.725543e-08,0.5,1.083962,0.8356247,4.0975456,-13.769166,18.902365,0.06576838,0.32383567,1.0,1.0,0.5405697,2.7911077,False,B cells vs Rest,B cells,Rest,B cells
PMP22,0.5378,0.46220000000000006,0.15148904295310128,0.00042506857,0.00037772904,9.725543e-08,0.5,1.1811553,0.73568296,2.4323924,-7.4031477,12.356579,0.8711108,1.0170959,1.0,1.0,7.7421126,9.923013,False,B cells vs Rest,B cells,Rest,B cells
DEFB1,0.5378,0.46220000000000006,0.15148904295310128,2.7370506e-05,5.6296736e-05,9.725543e-08,0.5,-0.81160873,-0.81329775,3.173553,-11.621893,14.835685,0.1652279,0.31644908,1.0,1.0,1.3204756,2.7911694,False,B cells vs Rest,B cells,Rest,B cells
PCK1,0.5386,0.46140000000000003,0.15470783153133094,3.250973e-06,4.08128e-06,9.725543e-08,0.5,1.6430285,1.1493273,4.9162216,-8.659755,18.592113,0.02501202,0.03991511,1.0,1.0,0.20146117,0.33608612,False,B cells vs Rest,B cells,Rest,B cells
COL4A2-AS2,0.5452,0.4548,0.18129493430020283,1.7815512e-06,2.1382823e-06,9.725543e-08,0.5,1.5660353,1.0430717,3.79532,-11.337855,15.979871,0.008623504,0.024388582,1.0,1.0,0.072565,0.25690597,False,B cells vs Rest,B cells,Rest,B cells
GJA4,0.5452,0.4548,0.18129493430020283,1.4994056e-05,1.9849907e-05,9.725543e-08,0.5,1.3541006,0.9905882,4.224319,-11.132889,15.956827,0.023001252,0.0668253,1.0,1.0,0.17186588,0.5688784,False,B cells vs Rest,B cells,Rest,B cells
DPEP1,0.5452,0.4548,0.18129493430020283,4.0917234e-06,6.211807e-06,9.725543e-08,0.5,1.5487628,0.98846626,4.2753673,-13.327069,16.223392,0.008311929,0.033335455,1.0,1.0,0.074422225,0.38618514,False,B cells vs Rest,B cells,Rest,B cells
TRBV28,0.552,0.44799999999999995,0.20875480965662396,0.00020379477,0.00055531954,9.725543e-08,0.5,-1.01019,-0.96874905,3.782929,-17.053183,13.4389515,0.21740988,0.8199345,1.0,1.0,1.7848463,7.6694603,False,B cells vs Rest,B cells,Rest,B cells
IGHV3OR15-7,0.5522,0.4478,0.2095635911093826,3.933027e-06,2.5570622e-05,9.725543e-08,0.5,-1.0083972,-1.1463995,3.6311047,-13.471647,11.902523,0.012631061,0.08166216,1.0,1.0,0.11760699,1.0699663,False,B cells vs Rest,B cells,Rest,B cells
HLA-DQB1,0.5524,0.4476,0.2103724408588149,0.0018125856,0.0017019367,9.725543e-08,0.5,0.85423905,0.8227439,1.9892141,-5.21057,7.2912855,2.3949842,2.7938488,1.0,1.0,21.753315,28.662228,False,B cells vs Rest,B cells,Rest,B cells
CD74,0.5524,0.4476,0.2103724408588149,0.03304209,0.027828231,9.725543e-08,0.5,0.61031514,0.7009878,1.3754917,-4.017213,6.122328,5.467266,5.5809975,1.0,1.0,50.66351,57.740543,False,B cells vs Rest,B cells,Rest,B cells
LIF,0.5524,0.4476,0.2103724408588149,7.483121e-05,6.7533925e-05,9.725543e-08,0.5,0.9012404,0.76132536,2.5031872,-5.6279316,15.037766,0.37056375,0.31887645,1.0,1.0,3.132414,2.896426,False,B cells vs Rest,B cells,Rest,B cells
ANPEP,0.5526,0.4474,0.2111813591781957,0.000111921254,0.00017608481,9.725543e-08,0.5,0.84392744,0.8277879,2.8244777,-9.008257,11.9888525,0.29464278,0.5213795,1.0,1.0,2.5338693,5.3473063,False,B cells vs Rest,B cells,Rest,B cells
PROK2,0.5526,0.4474,0.2111813591781957,1.0256245e-05,2.5610105e-05,9.725543e-08,0.5,-0.6298935,-0.89667606,2.8261058,-9.7183275,11.413505,0.03410248,0.13175517,1.0,1.0,0.28230134,1.3090452,False,B cells vs Rest,B cells,Rest,B cells
COL4A2,0.5528,0.44720000000000004,0.21199034634093616,0.00036803703,0.00036129076,9.725543e-08,0.5,0.93172336,0.9572158,3.334762,-11.367815,14.890656,0.25796673,0.47213078,1.0,1.0,2.0596457,4.103656,False,B cells vs Rest,B cells,Rest,B cells
AC024909.1,0.5536,0.4464,0.21522698889850878,3.0269077e-05,2.4494877e-05,9.725543e-08,0.5,0.80974185,0.6990795,1.9969993,-5.896591,11.512033,0.112058885,0.121161416,1.0,1.0,0.9531994,1.1189775,False,B cells vs Rest,B cells,Rest,B cells
TRAV29DV5,0.5538,0.44620000000000004,0.216036324384015,0.00010180043,0.00031176637,9.725543e-08,0.5,-0.7786392,-0.99718237,3.4472797,-15.829512,11.034398,0.107437134,0.6755226,1.0,1.0,0.87673944,6.2294955,False,B cells vs Rest,B cells,Rest,B cells
FAM162B,0.5538,0.44620000000000004,0.216036324384015,8.2579145e-06,1.2237365e-05,9.725543e-08,0.5,1.1952171,1.1104078,3.532784,-10.543574,14.658264,0.0050700596,0.03507536,1.0,1.0,0.0391728,0.28944966,False,B cells vs Rest,B cells,Rest,B cells
KIT,0.5542,0.4458,0.21765520708955355,0.00017328707,0.00019735881,9.725543e-08,0.5,1.1628546,0.95061874,3.1464121,-10.676925,12.680786,0.34944138,0.57403064,1.0,1.0,3.055526,5.2724895,False,B cells vs Rest,B cells,Rest,B cells
MYC,0.5542,0.4458,0.21765520708955355,0.00083630707,0.00063047325,9.725543e-08,0.5,0.8369286,0.70215654,1.7556595,-5.8740826,11.28599,2.0828903,1.6364076,1.0,1.0,19.36834,15.453206,False,B cells vs Rest,B cells,Rest,B cells
ABHD2,0.5544,0.4456,0.21846475485848582,0.0006578499,0.00045999757,9.725543e-08,0.5,0.7913945,0.6347408,1.5830698,-4.39258,8.951876,1.8502802,1.3890187,1.0,1.0,16.878426,13.294687,False,B cells vs Rest,B cells,Rest,B cells
KIF23,0.5546,0.4454,0.2192743739376951,3.1178468e-05,9.7385695e-05,9.725543e-08,0.5,-0.62843215,-0.7182784,2.2086759,-9.235482,9.632563,0.1622887,0.30960214,1.0,1.0,1.4716814,2.819176,False,B cells vs Rest,B cells,Rest,B cells
AKAP12,0.555,0.44499999999999995,0.22089382712630257,8.2422426e-05,6.97267e-05,9.725543e-08,0.5,1.0398694,0.7814741,2.370219,-6.9423666,9.98646,0.09558768,0.2295048,1.0,1.0,0.77144384,2.181668,False,B cells vs Rest,B cells,Rest,B cells
TFPI2,0.5558,0.44420000000000004,0.22413360132777793,4.316234e-05,3.960366e-05,9.725543e-08,0.5,0.7563652,0.82335377,2.6993806,-6.8700056,13.131054,0.25477785,0.28391725,1.0,1.0,2.1313214,2.4580169,False,B cells vs Rest,B cells,Rest,B cells
UCHL1,0.5558,0.44420000000000004,0.22413360132777793,0.00018376915,0.00036848293,9.725543e-08,0.5,0.75746906,0.95811176,3.0634134,-11.081424,9.856353,0.61147726,0.99086803,1.0,1.0,5.2849274,8.790133,False,B cells vs Rest,B cells,Rest,B cells
CALML4,0.5562,0.4438,0.22575392674784311,6.816892e-05,5.5150507e-05,9.725543e-08,0.5,0.92302215,0.77495384,1.9367951,-5.0703754,8.4311905,0.19748071,0.34455943,1.0,1.0,1.6599047,3.0967531,False,B cells vs Rest,B cells,Rest,B cells
IGKV1D-13,0.5562,0.4438,0.22575392674784311,1.6316946e-05,9.807015e-05,9.725543e-08,0.5,1.4729611,1.2417397,5.4939327,-19.588501,19.843359,0.106263556,0.2285179,1.0,1.0,0.9632939,2.994878,False,B cells vs Rest,B cells,Rest,B cells
CLDN2,0.5564,0.4436,0.2265642000029262,1.1975219e-05,3.580449e-05,9.725543e-08,0.5,1.1486626,1.1854591,4.0630865,-14.490292,14.322878,0.07220632,0.1475328,1.0,1.0,0.6254827,1.2791106,False,B cells vs Rest,B cells,Rest,B cells
AZIN1-AS1,0.5566,0.4434,0.22737454732280338,9.069244e-05,7.666635e-05,9.725543e-08,0.5,0.6657562,0.6921911,1.633719,-5.337653,9.051656,0.3155939,0.33649278,1.0,1.0,2.7698004,3.270585,False,B cells vs Rest,B cells,Rest,B cells
IGKV1D-43,0.5566,0.4434,0.22737454732280338,1.72169e-05,0.00022198263,9.725543e-08,0.5,-1.1037223,-1.2653041,4.3489122,-13.753023,14.269813,0.049153645,0.40759602,1.0,1.0,0.39729366,5.0114937,False,B cells vs Rest,B cells,Rest,B cells
TFAP2A,0.557,0.44299999999999995,0.2289954652621068,2.9794925e-05,3.0185975e-05,9.725543e-08,0.5,0.98367137,0.9051094,2.8581645,-8.018034,15.37156,0.18614697,0.21979746,1.0,1.0,1.5561554,1.8668559,False,B cells vs Rest,B cells,Rest,B cells
GPR50,0.5576,0.4424,0.23142740456821387,1.4519945e-06,2.275741e-06,9.725543e-08,0.5,1.7884957,1.5982485,4.7624183,-16.906452,17.904613,0.006855157,0.014184369,1.0,1.0,0.05299235,0.12178213,False,B cells vs Rest,B cells,Rest,B cells
MADCAM1,0.5578,0.44220000000000004,0.23223820208341361,1.0252321e-05,6.6679986e-06,9.725543e-08,0.5,0.77799934,0.7115269,1.6358483,-6.152897,8.229696,0.02597942,0.05304175,1.0,1.0,0.22178188,0.48491803,False,B cells vs Rest,B cells,Rest,B cells
AL157895.1,0.558,0.44199999999999995,0.23304907560032584,2.466726e-05,4.7144124e-05,9.725543e-08,0.5,2.4269469,1.2149615,5.6015325,-17.0669,20.002415,0.008403124,0.095908195,1.0,1.0,0.06328883,0.9969797,False,B cells vs Rest,B cells,Rest,B cells
CHAC1,0.5518,0.44820000000000004,0.20794609622739912,5.9984606e-05,4.6209097e-05,9.725543e-08,0.5,0.6912106,0.6708827,1.4948915,-4.625702,7.5634756,0.47659203,0.24631667,1.0,1.0,4.374612,2.381176,False,B cells vs Rest,B cells,Rest,B cells
HIST1H4C,0.5514,0.4486,0.2063288723476696,0.0018585527,0.0045929276,9.725543e-08,0.5,-0.6176932,-0.7152815,1.8106495,-5.9221616,6.9573736,2.638181,3.138398,1.0,1.0,24.330477,30.77821,False,B cells vs Rest,B cells,Rest,B cells
SPRR2F,0.5508,0.44920000000000004,0.20390353988382326,2.3505238e-06,2.9402e-06,9.725543e-08,0.5,1.3254621,1.0551176,3.9393277,-8.167266,16.388535,0.03292564,0.03382793,1.0,1.0,0.27122045,0.2741622,False,B cells vs Rest,B cells,Rest,B cells
PRSS23,0.5508,0.44920000000000004,0.20390353988382326,0.00033595032,0.00028572176,9.725543e-08,0.5,0.9077417,0.79271555,2.3866668,-6.0747714,13.144697,0.53253645,0.7709981,1.0,1.0,4.4343276,7.038186,False,B cells vs Rest,B cells,Rest,B cells
TREM2,0.5454,0.4546,0.18210155533085204,0.0001332605,0.00016598222,9.725543e-08,0.5,0.63074964,0.7911682,2.6060023,-8.517688,11.393446,0.38321316,0.6215727,1.0,1.0,3.3159053,6.3479953,False,B cells vs Rest,B cells,Rest,B cells
DIO2,0.5454,0.4546,0.18210155533085204,1.0745172e-05,2.3817489e-05,9.725543e-08,0.5,1.0868436,0.88011265,3.1392484,-10.933974,11.49664,0.015517872,0.09329935,1.0,1.0,0.121958844,0.8358529,False,B cells vs Rest,B cells,Rest,B cells
CALHM6,0.5456,0.4544,0.18290823544371426,6.6254644e-05,0.00014194677,9.725543e-08,0.5,-0.5307758,-0.7274542,2.2286043,-6.2370405,10.285372,0.30716696,0.85876966,1.0,1.0,2.6378973,8.801165,False,B cells vs Rest,B cells,Rest,B cells
LEP,0.5462,0.4538,0.1853286329660362,9.0574736e-07,1.3738108e-06,9.725543e-08,0.5,1.6379011,1.2839775,4.37702,-14.310681,14.956133,0.0041461703,0.02240741,1.0,1.0,0.03644569,0.23320024,False,B cells vs Rest,B cells,Rest,B cells
CKS1B,0.5464,0.4536,0.1861355520987933,0.00012762999,0.00028239843,9.725543e-08,0.5,-0.5328763,-0.6416273,1.6652281,-6.1369114,8.360816,0.7991595,1.116708,1.0,1.0,7.211097,10.434753,False,B cells vs Rest,B cells,Rest,B cells
