,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,celltype
GNLY,0.9412,0.05879999999999996,2.7730136425053487,0.01941627,0.0025784732,1.0645938e-07,0.5,4.621894,4.3519506,3.042969,-3.1797872,18.851223,6.0055823,1.1872896,1.0,1.0,62.752247,11.262726,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MATK,0.911,0.08899999999999997,2.325906426145223,0.00070019014,0.00015604858,1.0645938e-07,0.5,2.9705434,2.5385385,2.2902222,-2.8980827,14.671224,2.528967,0.4717202,1.0,1.0,26.549849,4.635567,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KRT81,0.897,0.10299999999999998,2.164326787890059,0.0005548105,7.563247e-05,1.0645938e-07,0.5,4.066562,3.87108,2.913956,-5.5014935,16.876076,2.0072403,0.18728906,1.0,1.0,20.7014,1.741587,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL13,0.8814,0.11860000000000004,2.005754992872819,0.00048103923,8.3413855e-05,1.0645938e-07,0.5,4.634222,4.221252,3.9016676,-9.016243,21.888409,0.16804203,0.10052347,1.0,1.0,1.6620699,1.0448205,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FGFBP2,0.8792,0.12080000000000002,1.9848760461812198,0.0016908362,0.00020967756,1.0645938e-07,0.5,5.4693594,5.413745,4.414137,-8.599866,22.912224,4.0317636,0.2882326,1.0,1.0,42.166595,2.6818461,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KLRC1,0.878,0.122,1.9736254783241718,0.0016500992,0.00034994038,1.0645938e-07,0.5,3.7444441,3.5591564,2.9174616,-3.6236978,17.9553,2.1506276,0.4197469,1.0,1.0,22.42665,4.0276074,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KRT86,0.8696,0.13039999999999996,1.8974266211268738,0.0023978306,0.0004940139,1.0645938e-07,0.5,3.7966492,3.716889,3.0339484,-6.2223306,19.875381,3.1903555,0.4776463,1.0,1.0,32.995975,4.477099,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CTSG,0.8644,0.13560000000000005,1.8523261869488437,0.00026232374,4.000827e-05,1.0645938e-07,0.5,4.949159,5.0401,4.108483,-8.310629,21.452484,0.23844017,0.1022371,1.0,1.0,2.3391964,1.0433367,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PRF1,0.8622,0.13780000000000003,1.833683842762775,0.0060551506,0.0016089693,1.0645938e-07,0.5,3.1917534,2.7053885,2.7168145,-3.7080793,17.681587,5.1231804,1.141249,1.0,1.0,53.420227,10.832275,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
XCL2,0.8602,0.13980000000000004,1.8169520306443736,0.0023831325,0.00052787445,1.0645938e-07,0.5,3.7479343,3.5261054,3.1236248,-4.963016,19.54887,3.2474432,0.4864897,1.0,1.0,33.46648,4.5637064,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
NKG7,0.8486,0.15139999999999998,1.7236625374987953,0.019484386,0.005667732,1.0645938e-07,0.5,3.0960515,2.8335967,2.6726785,-5.160829,16.620224,6.4198017,1.7487264,1.0,1.0,67.01922,17.005857,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRDV2,0.8396,0.1604,1.65525484208036,7.655555e-05,2.21856e-05,1.0645938e-07,0.5,3.188909,2.7773151,2.9730866,-7.043475,17.901897,0.5284694,0.135167,1.0,1.0,5.4637475,1.34975,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
XCL1,0.8294,0.17059999999999997,1.5813808661949658,0.0034174672,0.0007745858,1.0645938e-07,0.5,3.547972,3.4462588,3.2206504,-5.743061,19.127724,3.2132862,0.60779506,1.0,1.0,33.185833,5.705603,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MYOM2,0.8266,0.1734,1.561719792158815,6.168504e-05,1.8472634e-05,1.0645938e-07,0.5,2.2553632,2.1324973,1.9001626,-3.1076355,12.725802,1.3745028,0.17288198,1.0,1.0,14.677529,1.6726627,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HDC,0.824,0.17600000000000005,1.5436864901890617,0.0002657539,8.576183e-05,1.0645938e-07,0.5,3.6992917,3.5684595,3.458579,-8.161779,17.677366,0.19598025,0.14431106,1.0,1.0,1.9390956,1.5158297,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CLIC3,0.8086,0.19140000000000001,1.4409388383082682,0.0016369354,0.00060544244,1.0645938e-07,0.5,2.317206,2.0641308,2.084317,-4.982263,10.653719,3.671063,1.0953773,1.0,1.0,38.31664,10.518682,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRDV3,0.8082,0.19179999999999997,1.4383563504305688,4.0005965e-05,1.1094168e-05,1.0645938e-07,0.5,3.3496668,3.1994166,3.1496842,-7.8472605,15.451356,0.25134987,0.044341154,1.0,1.0,2.770895,0.46038187,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MS4A2,0.8026,0.19740000000000002,1.4026242926343817,0.00028982392,0.0001004806,1.0645938e-07,0.5,4.5486097,4.095249,4.8002057,-10.493069,21.042612,0.23890397,0.14152858,1.0,1.0,2.3630817,1.4912,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GZMH,0.7996,0.20040000000000002,1.3837961960215899,0.0054687927,0.0016169281,1.0645938e-07,0.5,2.9611828,2.7406697,2.9016986,-6.024865,16.954641,4.6038723,1.0021553,1.0,1.0,48.074223,9.663246,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
RHEX,0.797,0.20299999999999996,1.3676486630343967,0.00013627746,5.486094e-05,1.0645938e-07,0.5,4.147206,3.7849522,4.459377,-10.874058,17.334919,0.13503179,0.11095149,1.0,1.0,1.3284228,1.1943836,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ADCYAP1,0.7962,0.20379999999999998,1.3627112532695387,3.944409e-05,1.3275416e-05,1.0645938e-07,0.5,4.067672,3.5209775,4.441536,-11.08021,21.762756,0.044558924,0.042631857,1.0,1.0,0.45263815,0.47959957,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TKTL1,0.7944,0.2056,1.3516545430999383,6.52763e-05,2.2578826e-05,1.0645938e-07,0.5,2.3412833,2.0129275,2.2866297,-4.2178535,14.186591,1.3403299,0.20698698,1.0,1.0,14.021783,1.9616445,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TPSD1,0.7938,0.20620000000000005,1.3479849328671327,0.00024493044,0.000113347545,1.0645938e-07,0.5,3.981745,3.602682,4.3240166,-10.59783,19.111244,0.25256956,0.16414572,1.0,1.0,2.5519476,1.7164222,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GZMB,0.7924,0.2076,1.3394531279829955,0.011861402,0.00463121,1.0645938e-07,0.5,2.7122521,2.4684925,2.6300182,-3.6189103,16.436506,5.595973,1.3529441,1.0,1.0,58.392433,13.236573,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HPGDS,0.7906,0.20940000000000003,1.328545817319279,0.0004011305,0.0001269258,1.0645938e-07,0.5,3.1443992,3.123858,3.2831461,-7.5425167,15.030573,0.3771111,0.32768837,1.0,1.0,3.6961908,3.3550825,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TPSB2,0.7904,0.2096,1.3273381589286704,0.0008929742,0.00038952538,1.0645938e-07,0.5,3.7828586,3.6295714,4.045322,-9.603807,17.452744,0.64445555,0.3142275,1.0,1.0,6.506769,3.141519,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LINC01511,0.7884,0.2116,1.3153078407193597,4.8932257e-06,1.5162705e-06,1.0645938e-07,0.5,2.6648703,2.401597,2.8917751,-5.960886,17.093357,0.016875062,0.010149171,1.0,1.0,0.16502777,0.089193285,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL1RL1,0.783,0.21699999999999997,1.2832353091387876,0.00022392883,7.9767706e-05,1.0645938e-07,0.5,3.6325023,3.519875,4.073139,-10.047749,17.648045,0.1250109,0.14397489,1.0,1.0,1.1823708,1.4483681,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FCGR3A,0.783,0.21699999999999997,1.2832353091387876,0.0014009082,0.00045463658,1.0645938e-07,0.5,2.9205658,2.5610576,3.0364468,-5.1427684,15.815614,3.8848035,1.0023181,1.0,1.0,40.494576,10.105655,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TPSAB1,0.7828,0.21719999999999995,1.2820586141962818,0.002172909,0.00083770783,1.0645938e-07,0.5,3.6216047,3.6580353,3.948031,-8.557064,17.494507,1.0263842,0.47040665,1.0,1.0,10.307732,4.580137,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CPA3,0.7792,0.2208,1.2610104054692066,0.0010034976,0.0005201689,1.0645938e-07,0.5,3.9861655,3.8779998,4.4181576,-10.702091,18.67501,0.53893054,0.2985938,1.0,1.0,5.3616524,3.0129144,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGLV3-13,0.7736,0.22640000000000005,1.228751566567023,3.0637436e-06,1.2748804e-06,1.0645938e-07,0.5,3.9376664,4.2298365,3.9801226,-10.133335,14.82016,0.059336506,0.014011029,1.0,1.0,0.596039,0.1859913,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GATA2,0.7732,0.2268,1.2264691443221332,0.00041617046,0.00015286988,1.0645938e-07,0.5,3.1140833,2.9713368,3.4269352,-7.340417,16.966345,0.40034816,0.21551253,1.0,1.0,4.016914,2.1414313,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
APOC2,0.771,0.22899999999999998,1.2139663393111373,0.00038501975,0.00017579678,1.0645938e-07,0.5,2.1944168,2.0602865,2.3088977,-6.218116,11.661636,0.87522286,0.64755523,1.0,1.0,8.994832,6.7435994,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM166B,0.769,0.23099999999999998,1.2026732286977095,8.543434e-05,3.5928722e-05,1.0645938e-07,0.5,2.4265075,2.2815728,2.6972988,-7.388214,14.070191,0.21841514,0.0990531,1.0,1.0,2.3071775,0.9068813,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ITGA2B,0.7636,0.23640000000000005,1.1725187771143273,1.5940554e-05,6.170309e-06,1.0645938e-07,0.5,2.2723365,1.945137,2.5342255,-5.8861523,14.40189,0.031178823,0.03263356,1.0,1.0,0.32298502,0.34470966,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SCT,0.7612,0.2388,1.159269725164653,4.765717e-05,2.5736555e-05,1.0645938e-07,0.5,3.3472042,3.384831,3.8784757,-8.880083,16.866245,0.31164557,0.09599684,1.0,1.0,3.0445566,0.9726273,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GZMA,0.76,0.24,1.1526794814296144,0.01131496,0.004674135,1.0645938e-07,0.5,2.646108,2.2662842,2.7892146,-6.311976,16.342205,5.205101,1.5814269,1.0,1.0,54.30197,15.102678,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SLC18A2,0.7576,0.24239999999999995,1.1395662596221625,0.00016843615,8.5123196e-05,1.0645938e-07,0.5,2.860025,2.8404188,3.386473,-8.351875,14.736334,0.25939676,0.20954736,1.0,1.0,2.5562444,2.1691756,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HPGD,0.7562,0.24380000000000002,1.1319576466164496,0.0019602294,0.0007653654,1.0645938e-07,0.5,2.065023,1.9822922,2.2126687,-4.461032,10.200081,1.4838816,1.2047763,1.0,1.0,15.30688,11.316218,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HOPX,0.7516,0.24839999999999995,1.1071638905272883,0.0036720338,0.0016376539,1.0645938e-07,0.5,2.298821,1.9632852,2.5142922,-4.9305143,11.972022,3.9059384,1.7583523,1.0,1.0,40.499893,16.68951,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KLK12,0.75,0.25,1.0986122620014438,2.5744819e-06,1.8197013e-06,1.0645938e-07,0.5,2.383096,2.4608011,2.8947508,-8.426641,13.201286,0.034598857,0.06937008,1.0,1.0,0.3399191,0.58345103,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FCER1G,0.7486,0.25139999999999996,1.0911594728952039,0.0031569032,0.0014302029,1.0645938e-07,0.5,2.625916,2.4999752,2.7432802,-4.9554114,12.07793,3.7674465,1.782583,1.0,1.0,38.96426,18.226963,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TIE1,0.7474,0.25260000000000005,1.0847932809264278,0.00027149526,9.688227e-05,1.0645938e-07,0.5,2.7656343,2.6213784,3.25459,-7.37286,15.830872,0.18289544,0.1378338,1.0,1.0,1.7931402,1.2342691,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LTC4S,0.7466,0.25339999999999996,1.0805602725241998,0.00048310956,0.00020674446,1.0645938e-07,0.5,1.5762596,1.5252895,1.6772981,-4.7869377,7.7381964,0.7322977,0.7004088,1.0,1.0,7.461146,6.81362,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCL4,0.7462,0.2538,1.0784470795069003,0.015123018,0.007251823,1.0645938e-07,0.5,2.1923215,1.934459,2.5448449,-4.3462644,12.742025,4.9955645,2.1928253,1.0,1.0,52.097363,21.929903,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PRG2,0.7438,0.2562,1.0658137664408047,4.9761962e-05,1.8706227e-05,1.0645938e-07,0.5,2.9316628,2.4451203,3.628914,-9.273991,14.320747,0.06182299,0.08084317,1.0,1.0,0.5974465,0.8552705,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL17RB,0.7436,0.25639999999999996,1.0647645052473051,5.258207e-05,2.143446e-05,1.0645938e-07,0.5,1.8080053,1.6962876,2.1644135,-5.721877,12.162995,0.08844437,0.1791526,1.0,1.0,0.833125,1.5937964,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AARD,0.7414,0.25860000000000005,1.0532577991971106,4.880728e-05,4.3294607e-05,1.0645938e-07,0.5,2.811325,2.5895367,3.770482,-9.822889,15.456621,0.25919014,0.23037364,1.0,1.0,2.707341,1.975677,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SFTPC,0.741,0.259,1.0511725384817878,0.0018299021,0.00047828935,1.0645938e-07,0.5,4.5959845,4.674349,6.1528115,-14.116967,17.21759,1.8699735,0.5756713,1.0,1.0,18.693577,5.380783,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LDB2,0.7382,0.26180000000000003,1.0366339124694666,0.00024251206,0.0001105976,1.0645938e-07,0.5,2.330627,2.1301064,2.8399637,-6.5158405,15.018848,0.8851877,0.20261034,1.0,1.0,9.136107,1.767199,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TYROBP,0.7372,0.26280000000000003,1.031465914698303,0.00506056,0.0025549298,1.0645938e-07,0.5,2.5720685,2.3959315,2.805853,-4.8784447,12.726018,4.6402993,2.2736735,1.0,1.0,48.19752,23.229921,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCL4L2,0.7338,0.2662,1.0139885820221226,0.0065425383,0.002841238,1.0645938e-07,0.5,2.102732,1.8200347,2.4775562,-4.989387,12.724094,3.7727208,1.7700808,1.0,1.0,39.214165,17.668545,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AL021155.5,0.7336,0.26639999999999997,1.012964958369891,0.0002774551,0.000135162,1.0645938e-07,0.5,1.5664916,1.445344,1.7891814,-3.7844353,9.455719,0.5585653,0.442471,1.0,1.0,5.605038,4.39283,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CDC20B,0.7324,0.26759999999999995,1.0068334608308167,2.1194406e-05,9.82384e-06,1.0645938e-07,0.5,2.3733873,2.3140507,3.0598161,-7.1103554,16.045689,0.07650726,0.036452837,1.0,1.0,0.7716342,0.3159492,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PTPRB,0.7314,0.26859999999999995,1.0017371980684717,0.00025332006,9.9600475e-05,1.0645938e-07,0.5,2.504538,2.4317374,3.3182435,-9.292959,14.825094,0.3721951,0.16855468,1.0,1.0,3.7383802,1.4723943,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AL357093.2,0.7308,0.2692,0.9986852032698115,4.328003e-05,1.964443e-05,1.0645938e-07,0.5,1.8756797,1.9910145,2.3191967,-7.001317,11.213111,0.060112137,0.07308546,1.0,1.0,0.5798589,0.62191397,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CA4,0.7304,0.26959999999999995,0.9966529268417478,0.00016013927,3.3447577e-05,1.0645938e-07,0.5,5.0455194,5.500742,6.850989,-16.465273,22.417091,0.08716682,0.034174364,1.0,1.0,0.8355925,0.26892406,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCL5,0.7286,0.2714,0.9875311140526636,0.03661051,0.017797701,1.0645938e-07,0.5,2.3394194,2.1958387,2.7433205,-5.3939514,14.831364,6.1056495,2.5595634,1.0,1.0,63.619694,24.914003,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KIT,0.7268,0.2732,0.9784471859811039,0.00036199111,0.00018159469,1.0645938e-07,0.5,2.4173996,2.1614609,2.9923742,-7.3725204,14.460442,0.6825902,0.56552607,1.0,1.0,6.715141,5.1703987,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PTGDS,0.7238,0.2762,0.9633898477647742,0.0010135708,0.00044393202,1.0645938e-07,0.5,2.8699477,2.7587204,4.027027,-8.643662,16.077253,3.500088,0.802111,1.0,1.0,36.07271,7.495409,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC38,0.7198,0.2802,0.9434697399459785,2.169225e-06,1.047384e-06,1.0645938e-07,0.5,3.0175443,2.5289202,3.8926497,-8.102642,14.197409,0.007627005,0.0040943148,1.0,1.0,0.07663041,0.038350947,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GZMK,0.7194,0.28059999999999996,0.9414873418557177,0.0030769496,0.0016939299,1.0645938e-07,0.5,2.1096373,1.8846416,2.5359414,-5.9677563,14.488299,2.8587074,1.3286743,1.0,1.0,29.321241,12.690784,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AGER,0.7186,0.2814,0.9375277083784754,0.000120343684,5.8472593e-05,1.0645938e-07,0.5,1.8569621,1.90592,2.4977415,-7.788931,12.192015,0.30583838,0.21950752,1.0,1.0,3.088501,2.052134,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CAVIN2,0.7182,0.28180000000000005,0.9355504607649408,0.00045913586,0.00016116111,1.0645938e-07,0.5,3.0185559,2.9824405,4.3554034,-9.592666,17.245861,0.20987278,0.2725292,1.0,1.0,1.9941212,2.4283915,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AKAP14,0.7176,0.2824,0.9325877836500752,2.820791e-06,3.7243735e-06,1.0645938e-07,0.5,2.3157747,2.4567404,3.220148,-9.756681,13.859859,0.023207914,0.02784353,1.0,1.0,0.2333026,0.21079986,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
REG4,0.7176,0.2824,0.9325877836500752,4.27479e-05,3.0683812e-05,1.0645938e-07,0.5,2.9432206,2.8610935,3.9747274,-10.55611,16.063667,0.06512631,0.072077006,1.0,1.0,0.66013724,0.6884505,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SCGB1A1,0.7164,0.28359999999999996,0.9266738542263365,0.0003698069,0.0001022491,1.0645938e-07,0.5,3.1581964,3.217359,4.579161,-9.97637,17.360342,0.8994332,0.33268225,1.0,1.0,8.940684,3.0234206,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
S100B,0.7162,0.28380000000000005,0.925689671564889,0.0003808112,0.00019468831,1.0645938e-07,0.5,2.0913935,1.8429117,2.6749954,-6.4412613,12.923019,2.3255103,0.78227025,1.0,1.0,23.97913,7.711857,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRAV6,0.716,0.28400000000000003,0.9247059075546529,0.00013362199,6.4805885e-05,1.0645938e-07,0.5,2.2482483,1.820035,2.8593788,-4.355667,15.739747,0.26381767,0.36499006,1.0,1.0,2.4863703,3.3204033,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCL28,0.7152,0.28480000000000005,0.9207750231912275,0.00010968295,5.688126e-05,1.0645938e-07,0.5,1.3798761,1.0421257,1.7112805,-2.2882261,11.431313,0.8169457,0.3838775,1.0,1.0,8.468883,3.5819504,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MSMB,0.7152,0.28480000000000005,0.9207750231912275,3.368943e-05,2.593864e-05,1.0645938e-07,0.5,2.8070567,3.0226336,4.1133432,-13.620383,16.23559,0.27140272,0.22864686,1.0,1.0,2.6632226,1.9808242,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM27C,0.7148,0.2852,0.9188120736719463,6.975414e-05,4.3043336e-05,1.0645938e-07,0.5,1.3135492,1.3927989,1.611608,-5.893056,6.397254,0.60557693,0.25529227,1.0,1.0,6.2675753,2.2813332,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCL18,0.7144,0.28559999999999997,0.9168507780806157,0.0023246054,0.00065958983,1.0645938e-07,0.5,2.445178,2.6551633,3.4925244,-8.634737,14.97279,2.0573516,1.2014896,1.0,1.0,20.579052,11.817581,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
APOC1,0.7132,0.28680000000000005,0.9109767564173292,0.0040693637,0.0019446507,1.0645938e-07,0.5,2.0284019,1.835609,2.7449474,-7.416886,11.929807,2.6981,2.1522362,1.0,1.0,27.392557,21.395649,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GFRA3,0.713,0.28700000000000003,0.9099991838367152,8.934002e-06,4.8687516e-06,1.0645938e-07,0.5,2.4817305,2.2509766,3.096671,-7.825577,12.521199,0.03004972,0.047150612,1.0,1.0,0.3046724,0.44401827,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SHD,0.7118,0.2882,0.9041422688614349,6.583516e-06,4.6767022e-06,1.0645938e-07,0.5,3.0582561,2.93929,4.0394077,-10.597165,14.855233,0.0597175,0.028275494,1.0,1.0,0.5642331,0.30444255,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ATP6V0D2,0.7112,0.28879999999999995,0.9012192566157282,2.0542886e-05,1.0459745e-05,1.0645938e-07,0.5,1.9094663,1.6473608,3.047954,-8.178347,15.9784975,0.06318879,0.08671514,1.0,1.0,0.6060911,0.8906759,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LINC02154,0.71,0.29000000000000004,0.8953840266565902,7.7267505e-06,5.225195e-06,1.0645938e-07,0.5,2.2748704,2.1564226,3.1429424,-8.937311,12.919865,0.032502774,0.04675213,1.0,1.0,0.31073293,0.4605667,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PEBP4,0.7092,0.29079999999999995,0.8915018082531888,3.337511e-05,2.517329e-05,1.0645938e-07,0.5,2.4865189,2.7242484,3.6675923,-13.175437,13.139212,0.08643407,0.07511153,1.0,1.0,0.8467829,0.69078183,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPON2,0.7078,0.2922,0.8847230484999142,0.0007985203,0.00037349606,1.0645938e-07,0.5,1.6483861,1.5417314,2.059506,-4.1418915,11.781626,3.8218398,0.9913627,1.0,1.0,39.742016,8.992563,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AL157895.1,0.7044,0.2956,0.868339167914985,7.512339e-05,4.0448354e-05,1.0645938e-07,0.5,4.0247736,2.9450564,5.6649613,-13.394978,21.258625,0.06550598,0.09614787,1.0,1.0,0.6335288,1.0014483,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCDC173,0.6988,0.3012,0.8415900634438784,5.4402964e-05,2.874871e-05,1.0645938e-07,0.5,1.5855156,1.524065,2.214579,-6.148905,10.889678,0.17690846,0.15258835,1.0,1.0,1.7325752,1.3295459,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TNF,0.6976,0.3024,0.8358952095554718,0.0022356946,0.0009951878,1.0645938e-07,0.5,1.9271735,1.5255866,2.4854631,-4.574772,13.268288,1.9596962,1.3896868,1.0,1.0,20.214537,13.856727,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FCER1A,0.6952,0.30479999999999996,0.8245437317146427,0.00011898671,7.673329e-05,1.0645938e-07,0.5,2.3153086,2.237937,3.3729177,-7.345706,14.531449,0.35562232,0.31220946,1.0,1.0,3.4707272,3.2479172,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CSF1,0.695,0.30500000000000005,0.8236000505589849,0.001003777,0.00054592063,1.0645938e-07,0.5,1.7145702,1.5110626,2.5129957,-5.231552,14.076086,1.3708506,0.79162735,1.0,1.0,14.544445,7.652225,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AC026904.1,0.6948,0.3052,0.8226567165838794,2.0270422e-06,1.5195444e-06,1.0645938e-07,0.5,1.5934659,1.6621475,2.2205765,-6.844842,8.447901,0.02452341,0.031688325,1.0,1.0,0.24745527,0.36219183,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HES5,0.6938,0.3062,0.8179452330670487,3.0730132e-06,1.6086146e-06,1.0645938e-07,0.5,2.1769388,1.9085302,3.1825867,-8.421331,12.194494,0.009494919,0.01662737,1.0,1.0,0.09576837,0.14382437,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AL355881.1,0.6926,0.3074,0.8123027827712704,0.00014453074,7.3190575e-05,1.0645938e-07,0.5,1.9822077,1.8381009,2.7911837,-6.6730785,13.096249,0.12931493,0.21863204,1.0,1.0,1.2530359,2.2880027,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
