,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,celltype
KRT81,0.9294,0.0706,2.5775089412682624,0.001721205,0.00022909556,0.000377012,0.5,4.6098285,4.513102,2.784154,-3.2019958,13.187705,2.4280114,0.22058325,1.0,1.0,24.984571,2.0457683,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SAXO2,0.022,0.978,3.794466772356099,1.957943e-05,2.825022e-05,0.000377012,0.5,0.49388447,0.5927372,1.9606037,-8.391173,5.9629183,0.112884805,0.10042753,1.0,1.0,1.1028298,0.85842234,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TNFRSF11B,0.022,0.978,3.794466772356099,3.5364362e-06,2.6100695e-05,0.000377012,0.5,-1.1937191,-1.1136179,2.3512585,-9.373677,4.6761894,0.025814308,0.15350091,1.0,1.0,0.24378452,1.4037663,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGLV5-45,0.0222,0.9778,3.7852124210430027,3.2241874e-06,2.7055028e-05,0.000377012,0.5,-0.23137675,0.34137154,2.8760462,-11.470194,5.3321104,0.0154712,0.13322176,1.0,1.0,0.13993707,1.6578828,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CTXN1,0.0222,0.9778,3.7852124210430027,1.3988319e-05,2.9353607e-05,0.000377012,0.5,-0.06723347,-0.00017929077,2.4027874,-8.25138,6.8915024,0.068797484,0.17165217,1.0,1.0,0.70909476,1.4343687,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM167B,0.0224,0.9776,3.7760391933569974,3.7599308e-05,3.671047e-05,0.000377012,0.5,0.84481776,0.8420911,1.9613976,-7.166733,7.7690105,0.19175689,0.13833584,1.0,1.0,1.8495512,1.2006459,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPATA17,0.0224,0.9776,3.7760391933569974,8.289276e-06,2.2907094e-05,0.000377012,0.5,-0.108208396,0.01445961,2.4557357,-10.1382885,5.6654806,0.029758967,0.117626145,1.0,1.0,0.27996415,0.9800548,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
VSIG2,0.0224,0.9776,3.7760391933569974,6.7875976e-06,2.364161e-05,0.000377012,0.5,-0.27501532,-0.14406395,2.0947466,-8.223589,4.908511,0.044430878,0.20654783,1.0,1.0,0.43410608,1.8200586,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TEKT1,0.0224,0.9776,3.7760391933569974,7.2524203e-06,1.8895531e-05,0.000377012,0.5,0.90025663,0.9203758,3.0518463,-11.127453,6.120225,0.071906865,0.05388811,1.0,1.0,0.6946258,0.42599192,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGKV1D-16,0.0228,0.9772,3.757930375060115,1.2300453e-05,3.8418428e-05,0.000377012,0.5,0.5136274,0.63025,2.547598,-9.267542,7.0814867,0.05391202,0.12303486,1.0,1.0,0.5444283,1.716487,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SUSD2,0.023,0.977,3.7489920115665334,6.8326386e-05,5.4364562e-05,0.000377012,0.5,1.2294377,1.2571573,2.1173575,-6.8745785,7.913104,0.17535152,0.26488984,1.0,1.0,1.6744722,2.3354034,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
STK33,0.023,0.977,3.7489920115665334,2.8964185e-05,3.690283e-05,0.000377012,0.5,0.63986033,0.70528984,1.7536999,-6.519087,6.486992,0.14718485,0.21656048,1.0,1.0,1.4960563,1.9178083,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GJA4,0.023,0.977,3.7489920115665334,1.9355186e-05,2.2583696e-05,0.000377012,0.5,1.204535,1.3948932,3.0499747,-9.973965,8.608125,0.056153532,0.0585068,1.0,1.0,0.53035307,0.49015585,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPA17,0.0232,0.9768,3.740129223327351,2.9564413e-05,4.8527123e-05,0.000377012,0.5,-0.064870305,-0.08884001,1.4900857,-6.024518,6.2489204,0.19296621,0.33932808,1.0,1.0,1.9103483,3.0435202,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MUC5AC,0.0232,0.9768,3.740129223327351,3.7597079e-06,2.8250492e-05,0.000377012,0.5,-1.2888,-0.78734875,3.08561,-12.624287,7.441472,0.039048586,0.09460446,1.0,1.0,0.40184236,0.8432498,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PPIL6,0.0232,0.9768,3.740129223327351,3.733616e-06,2.5282223e-05,0.000377012,0.5,-1.3116536,-1.0040331,1.7755274,-8.068884,3.3777866,0.03654429,0.17607582,1.0,1.0,0.3493814,1.5218279,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CHST9,0.0232,0.9768,3.740129223327351,4.612802e-06,1.8368706e-05,0.000377012,0.5,0.24095353,0.46246052,2.637576,-11.955971,5.335085,0.03918169,0.11691506,1.0,1.0,0.39573225,0.975599,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
C4orf47,0.0234,0.9766,3.7313407121531745,2.0001795e-05,3.6993577e-05,0.000377012,0.5,-0.12793857,-0.066998005,1.46423,-5.913788,5.609334,0.104729995,0.2068469,1.0,1.0,1.033174,1.849033,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CXCL6,0.0236,0.9764,3.7226252130002213,2.1225155e-06,1.8621582e-05,0.000377012,0.5,-1.2598815,-0.7271652,2.9270937,-12.225283,8.455893,0.013974921,0.07254172,1.0,1.0,0.14528322,0.6629642,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TCF21,0.0236,0.9764,3.7226252130002213,1.2558854e-05,2.2723763e-05,0.000377012,0.5,1.0411311,1.2735777,2.8411417,-9.65691,7.090061,0.04504855,0.07949378,1.0,1.0,0.41563836,0.6673483,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HPN,0.0238,0.9762,3.7139814928514414,1.546815e-05,2.4395207e-05,0.000377012,0.5,0.20862058,0.24493599,1.9807496,-7.074394,6.125847,0.10720481,0.18278632,1.0,1.0,1.0388457,1.6529436,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KLK5,0.024,0.976,3.7054083496444687,3.4236746e-07,1.6584072e-05,0.000377012,0.5,-1.1268852,-0.173316,2.5432327,-13.661948,3.7304878,0.0018255521,0.06384783,1.0,1.0,0.018393228,0.55504596,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MUC16,0.024,0.976,3.7054083496444687,5.7563657e-06,2.403752e-05,0.000377012,0.5,-0.009907863,0.29678822,2.0984938,-11.547874,5.5652666,0.060008015,0.09433727,1.0,1.0,0.62108284,0.8935642,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ECRG4,0.024,0.976,3.7054083496444687,9.15863e-06,3.683384e-05,0.000377012,0.5,-0.5169961,-0.5940857,2.0736835,-10.955303,6.7776937,0.07275319,0.12320807,1.0,1.0,0.68354,1.0585488,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV5-78,0.0242,0.9758,3.6969046112440425,6.1620312e-06,2.0601448e-05,0.000377012,0.5,-0.075301856,0.12904167,2.6240246,-8.420604,7.861599,0.06993644,0.3037766,1.0,1.0,0.65318066,3.3554466,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV1-58,0.0242,0.9758,3.6969046112440425,1.5958909e-06,7.113721e-05,0.000377012,0.5,-0.38024354,0.15620041,2.4082248,-14.15674,4.586767,0.008443153,0.09417537,1.0,1.0,0.08436352,1.4965289,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
KIF20A,0.0242,0.9758,3.6969046112440425,5.2567125e-06,1.7476199e-05,0.000377012,0.5,-0.07913359,0.13782024,2.6100464,-9.452179,7.309741,0.0271661,0.104982145,1.0,1.0,0.26669633,0.92248154,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GAS1,0.0244,0.9756,3.6884691344567297,1.3209352e-05,1.96128e-05,0.000377012,0.5,0.82519704,0.7738776,2.0685685,-6.5922318,6.010906,0.09685382,0.104005285,1.0,1.0,0.9639408,0.9231832,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FIBIN,0.022,0.978,3.794466772356099,3.6473892e-07,1.1882991e-05,0.000377012,0.5,-1.7825801,-1.3209524,2.3625846,-10.076974,3.944254,0.0010603324,0.058088344,1.0,1.0,0.009349325,0.51383823,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AGER,0.0244,0.9756,3.6884691344567297,4.5650853e-05,3.6527446e-05,0.000377012,0.5,1.279888,1.3632469,1.8896307,-6.235694,7.4443626,0.26678735,0.21748386,1.0,1.0,2.6250486,2.0436747,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC15,0.022,0.978,3.794466772356099,7.4215486e-06,1.8850187e-05,0.000377012,0.5,0.65621567,0.87427425,2.3323035,-8.443525,6.6443987,0.04515072,0.08156548,1.0,1.0,0.44787064,0.7487735,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TEKT2,0.0218,0.9782,3.8038037298175804,7.2512544e-06,2.3592154e-05,0.000377012,0.5,0.23451863,0.26188946,2.8125165,-10.865051,5.461581,0.05454314,0.09869099,1.0,1.0,0.52767885,0.7961759,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRBV11-1,0.0198,0.9802,3.9020741999265796,6.0978437e-06,2.1387708e-05,0.000377012,0.5,-0.6731895,-0.66290474,2.3122077,-8.078217,7.25453,0.04883539,0.2501457,1.0,1.0,0.4455618,2.2984903,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TMEM47,0.0198,0.9802,3.9020741999265796,1.1195809e-05,2.0360727e-05,0.000377012,0.5,0.48527354,0.7235718,2.3998716,-7.935458,6.509717,0.054114804,0.115601905,1.0,1.0,0.5314122,0.9942266,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TMIGD3,0.0198,0.9802,3.9020741999265796,3.0954325e-05,2.3654298e-05,0.000377012,0.5,1.4846133,1.5271964,2.623384,-7.9637527,7.835453,0.30060694,0.1789555,1.0,1.0,2.9205651,1.8158218,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CEP126,0.0198,0.9802,3.9020741999265796,0.00010062789,5.9251077e-05,0.000377012,0.5,1.4735234,1.3796649,1.8298177,-5.6576414,8.078374,0.500144,0.27903813,1.0,1.0,5.0333295,2.612698,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SNTN,0.02,0.98,3.891819808314833,1.6647944e-05,2.978341e-05,0.000377012,0.5,1.0203162,0.84529495,3.5631406,-12.067631,7.397229,0.20032692,0.09966169,1.0,1.0,1.9360421,0.8107718,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AP000851.1,0.02,0.98,3.891819808314833,6.1428173e-06,1.3319665e-05,0.000377012,0.5,-0.18277876,-0.036123276,3.0052238,-10.032393,7.1164865,0.019549394,0.06721962,1.0,1.0,0.19784352,0.5627848,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC34,0.02,0.98,3.891819808314833,2.1873135e-05,3.28212e-05,0.000377012,0.5,0.399924,0.3875184,1.695383,-6.99465,5.958372,0.14150266,0.15234013,1.0,1.0,1.3910244,1.3174586,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TWIST2,0.0202,0.9798,3.8816653799540974,1.5331595e-06,1.1339223e-05,0.000377012,0.5,-0.8925835,-0.58325577,2.442241,-9.555157,7.043915,0.0059557683,0.053859875,1.0,1.0,0.056788728,0.4747349,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DIPK2B,0.0206,0.9794,3.861648588246239,1.5093781e-05,1.9714424e-05,0.000377012,0.5,1.2595781,1.3957472,3.0102983,-9.955748,8.694477,0.074313626,0.069428,1.0,1.0,0.69305634,0.5657427,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HIST1H3F,0.0206,0.9794,3.861648588246239,3.7442696e-05,2.680375e-05,0.000377012,0.5,1.5434592,1.6721373,2.335789,-6.905635,8.393383,0.13808568,0.13339992,1.0,1.0,1.3940475,1.2249911,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM229B,0.0208,0.9792,3.8517824544940926,4.165495e-05,5.9054815e-05,0.000377012,0.5,0.06420897,0.03176117,1.4447764,-5.0793552,6.209009,0.33454317,0.43214715,1.0,1.0,3.3361423,3.8824506,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPRR1A,0.0208,0.9792,3.8517824544940926,3.4046104e-07,1.8776134e-05,0.000377012,0.5,-1.2371047,-0.7180977,2.2203474,-12.668506,4.1206665,0.0029352917,0.06084274,1.0,1.0,0.027601423,0.52679795,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GJA5,0.021,0.979,3.842008738831229,1.4321382e-05,1.9943493e-05,0.000377012,0.5,0.93741757,1.0282164,3.1572275,-9.716714,8.353364,0.11339165,0.06930796,1.0,1.0,1.0821162,0.5792631,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PTHLH,0.021,0.979,3.842008738831229,3.9384835e-05,4.601458e-05,0.000377012,0.5,0.37608227,0.36949968,1.5301496,-5.606579,6.458173,0.122965805,0.18472806,1.0,1.0,1.2025831,1.6771528,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PMCH,0.0212,0.9788,3.83232568840914,3.1650678e-05,3.208552e-05,0.000377012,0.5,1.1350715,1.0567069,2.5341597,-8.693722,8.063545,0.06754543,0.19479305,1.0,1.0,0.60859656,1.8015519,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCDC78,0.0212,0.9788,3.83232568840914,3.2212018e-05,3.99276e-05,0.000377012,0.5,0.7877448,0.64036417,1.8440201,-7.609581,6.6410694,0.21465513,0.17247707,1.0,1.0,2.1215565,1.597834,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CCDC113,0.0212,0.9788,3.83232568840914,1.3043855e-05,3.071804e-05,0.000377012,0.5,-0.288788,-0.19299221,1.7571338,-7.247611,5.6515665,0.08507172,0.16921465,1.0,1.0,0.84047085,1.4581307,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MMP3,0.0212,0.9788,3.83232568840914,1.233531e-07,1.823638e-05,0.000377012,0.5,-1.4181718,-0.30659676,2.348327,-12.927155,7.460001,0.00048733552,0.048721846,1.0,1.0,0.0043331496,0.43394062,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CTSG,0.0214,0.9786,3.822731599756287,1.890722e-05,2.727417e-05,0.000377012,0.5,1.1090918,1.2630873,2.9420485,-9.575202,8.430409,0.18360025,0.088931344,1.0,1.0,1.7389886,0.8684353,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPNS2,0.0214,0.9786,3.822731599756287,8.995808e-06,2.38581e-05,0.000377012,0.5,-0.034848414,-0.035446167,2.923772,-8.813264,6.946124,0.03036013,0.12000393,1.0,1.0,0.28929168,1.0156071,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
NR1H3,0.0216,0.9784,3.813224816940756,8.130704e-05,7.2034156e-05,0.000377012,0.5,0.6774639,0.44257402,1.586303,-4.5558624,8.661862,0.38389367,0.47909552,1.0,1.0,3.8529232,4.589208,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DYNLRB2,0.0216,0.9784,3.813224816940756,1.3571568e-05,3.284677e-05,0.000377012,0.5,-0.11773595,-0.10047197,1.5740232,-8.1520605,5.256448,0.095059544,0.13562247,1.0,1.0,0.9231192,1.153192,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FNDC1,0.0216,0.9784,3.813224816940756,6.8282543e-06,2.1513286e-05,0.000377012,0.5,0.6105741,0.84688663,2.4875894,-9.747783,6.9037733,0.011449365,0.06110552,1.0,1.0,0.1118162,0.5473376,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL19,0.0216,0.9784,3.813224816940756,6.542044e-06,1.6281534e-05,0.000377012,0.5,-0.13119039,-0.14151955,2.3830688,-9.495688,6.4403143,0.0447618,0.19824898,1.0,1.0,0.47058228,1.7106013,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRBV21-1,0.0216,0.9784,3.813224816940756,1.3647912e-05,2.6361107e-05,0.000377012,0.5,0.06738777,0.1451006,2.5047517,-6.9150085,7.912157,0.13361824,0.26633146,1.0,1.0,1.2959892,2.4504466,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CYGB,0.0218,0.9782,3.8038037298175804,3.1627987e-05,3.4140452e-05,0.000377012,0.5,0.48974517,0.34427166,2.1512105,-6.453553,8.848483,0.17828695,0.1294784,1.0,1.0,1.7852196,1.1686602,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
OSCP1,0.0218,0.9782,3.8038037298175804,1.2502611e-05,3.6208796e-05,0.000377012,0.5,-0.51497203,-0.4947648,1.8213748,-7.516143,4.7954836,0.07664519,0.23632164,1.0,1.0,0.75465626,2.0335712,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IL18BP,0.022,0.978,3.794466772356099,0.00012297781,0.00012085137,0.000377012,0.5,0.44717515,0.14239454,1.5526383,-3.051342,7.81997,0.98063004,0.87964106,1.0,1.0,9.967562,8.963323,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DNAH7,0.0244,0.9756,3.6884691344567297,1.4013564e-05,2.4830746e-05,0.000377012,0.5,0.5552258,0.7351866,2.5649226,-9.2801895,6.201933,0.0482022,0.09411602,1.0,1.0,0.4530906,0.7899056,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
FAM216B,0.0246,0.9754,3.680100804085857,8.260706e-06,2.0889356e-05,0.000377012,0.5,0.830711,1.1283126,3.2453518,-11.729933,6.4573565,0.09151411,0.06439949,1.0,1.0,0.8580569,0.51379573,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DRC1,0.0248,0.9752,3.671798532024707,6.4490414e-06,2.390821e-05,0.000377012,0.5,-0.04864712,0.12650394,2.418953,-10.293226,5.175268,0.03005049,0.079484396,1.0,1.0,0.28217262,0.6352997,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
HSD11B1,0.0282,0.9718,3.539827699708052,2.272989e-05,3.6936428e-05,0.000377012,0.5,0.058275208,-0.07391548,2.149911,-6.6615562,8.609531,0.0679806,0.16095978,1.0,1.0,0.64673513,1.4882865,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DRC3,0.0284,0.9716,3.5325547101405443,3.4097914e-06,2.7835613e-05,0.000377012,0.5,-0.97818583,-0.8541975,2.6637206,-11.245535,5.434026,0.015708022,0.11765572,1.0,1.0,0.14521727,0.96957684,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LRRC6,0.0284,0.9716,3.5325547101405443,2.4075529e-05,3.9441056e-05,0.000377012,0.5,0.33744636,0.24593449,2.2064598,-8.536295,7.0609217,0.115129426,0.1847799,1.0,1.0,1.1259882,1.6029207,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PAPPA,0.0286,0.9714,3.5253312727299697,3.44887e-06,2.5257028e-05,0.000377012,0.5,-1.0197597,-0.97812366,2.712118,-10.617426,6.562687,0.0073703164,0.09855366,1.0,1.0,0.068474315,0.84940916,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPATA18,0.0286,0.9714,3.5253312727299697,4.7746516e-06,2.3024186e-05,0.000377012,0.5,-0.44681504,-0.17489147,2.803405,-11.140746,5.387351,0.025122484,0.10263562,1.0,1.0,0.2405356,0.8643366,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
C9orf135,0.0288,0.9712,3.518156696237712,8.441601e-06,2.6784539e-05,0.000377012,0.5,0.52469313,0.44158268,3.4225202,-12.031755,6.2434425,0.053052116,0.12457008,1.0,1.0,0.5057637,1.0278718,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CLMP,0.0288,0.9712,3.518156696237712,6.1529627e-06,2.565077e-05,0.000377012,0.5,-0.8503914,-0.80921936,2.04536,-8.261118,6.204501,0.026373185,0.088793665,1.0,1.0,0.261613,0.79715896,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SOX18,0.029,0.971,3.511030303775985,1.31353945e-05,2.298943e-05,0.000377012,0.5,0.678656,0.80857944,2.829118,-9.4446335,8.7222,0.06433577,0.07963629,1.0,1.0,0.6028649,0.6502948,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
GPC3,0.029,0.971,3.511030303775985,1.1278134e-05,2.8478506e-05,0.000377012,0.5,0.25198945,0.34569407,2.718664,-8.976876,7.2440634,0.04128809,0.14295001,1.0,1.0,0.39702225,1.1874905,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CFAP73,0.029,0.971,3.511030303775985,1.2573719e-05,2.975731e-05,0.000377012,0.5,0.28972793,0.4066081,2.238916,-9.197941,6.191992,0.06474114,0.09117509,1.0,1.0,0.6015946,0.7791626,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV3-41,0.0292,0.9708,3.5039514324132983,6.009912e-06,2.198344e-05,0.000377012,0.5,0.5901226,0.9584627,3.2351654,-11.507867,6.25086,0.011661968,0.07265225,1.0,1.0,0.109415725,1.2083985,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
ARSE,0.0292,0.9708,3.5039514324132983,6.190512e-06,2.8658149e-05,0.000377012,0.5,-0.7446918,-0.4903307,2.2995052,-8.884271,7.562743,0.034887824,0.24750498,1.0,1.0,0.32930148,2.1337786,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MT1A,0.0292,0.9708,3.5039514324132983,5.9444637e-06,2.4804021e-05,0.000377012,0.5,-0.71317935,-0.520525,2.1520946,-7.465126,8.457073,0.033288997,0.11135547,1.0,1.0,0.31681886,0.9922682,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
SPAG17,0.0298,0.9702,3.482993517036497,7.8028725e-06,2.3016199e-05,0.000377012,0.5,0.46228984,0.5412922,3.237619,-12.17697,5.909317,0.030814134,0.07387665,1.0,1.0,0.28996533,0.612858,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TRAV6,0.0298,0.9702,3.482993517036497,3.316019e-05,4.1146766e-05,0.000377012,0.5,0.8378886,0.444829,2.5555542,-5.982932,7.9993477,0.29304808,0.4129079,1.0,1.0,2.736485,3.7893844,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
PODNL1,0.0298,0.9702,3.482993517036497,6.8805844e-06,2.7211461e-05,0.000377012,0.5,-0.33168894,-0.3495922,2.5975358,-7.5142803,7.355775,0.05356986,0.19923669,1.0,1.0,0.512559,1.7137941,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
STEAP2,0.03,0.97,3.4760983668112737,4.4297694e-06,2.4107518e-05,0.000377012,0.5,-1.0717567,-0.89567566,2.8308685,-9.519379,7.730608,0.0167914,0.115539,1.0,1.0,0.1668963,0.9948947,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
DIO2,0.03,0.97,3.4760983668112737,1.2563755e-06,2.2985507e-05,0.000377012,0.5,-1.5192276,-1.1091366,2.5272934,-10.387976,6.1624327,0.0064887945,0.093912445,1.0,1.0,0.058744114,0.8388965,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
MUC6,0.0302,0.9698,3.469247619476059,8.340491e-06,7.6545024e-05,0.000377012,0.5,-1.0746919,-0.9722748,2.9960375,-13.983798,7.696744,0.08245831,0.2432182,1.0,1.0,0.823383,2.378414,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
IGHV3OR15-7,0.0302,0.9698,3.469247619476059,1.3893246e-05,2.605314e-05,0.000377012,0.5,0.5712369,0.73829746,3.3024647,-10.330005,8.553363,0.034673482,0.0707374,1.0,1.0,0.34753317,1.0461421,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
CFAP45,0.0302,0.9698,3.469247619476059,1.6875156e-05,3.625673e-05,0.000377012,0.5,0.06613802,0.1785183,1.9773035,-8.778002,6.524993,0.10300069,0.14717694,1.0,1.0,0.97803116,1.280234,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
LAMP3,0.0302,0.9698,3.469247619476059,6.400461e-05,6.654997e-05,0.000377012,0.5,0.50437367,0.47946453,1.6715684,-5.5336275,7.003131,0.43109253,0.42086706,1.0,1.0,4.3104634,4.0997653,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
AQP5,0.0306,0.9694,3.4556769979712674,5.241886e-06,2.6115353e-05,0.000377012,0.5,-0.6175182,-0.3287964,2.3647962,-9.122035,6.917761,0.029874457,0.22265631,1.0,1.0,0.29129228,1.9165251,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
RAMP3,0.0306,0.9694,3.4556769979712674,2.418744e-05,3.431656e-05,0.000377012,0.5,1.0148898,1.1398907,3.0843844,-10.461251,8.496392,0.13840167,0.11945196,1.0,1.0,1.2885971,0.9882422,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
RP1,0.0306,0.9694,3.4556769979712674,2.109496e-05,3.395753e-05,0.000377012,0.5,1.1697917,1.2636614,3.47613,-12.172377,7.623806,0.08273726,0.067902565,1.0,1.0,0.80227286,0.562542,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
TENT5B,0.0306,0.9694,3.4556769979712674,7.181663e-06,2.5067287e-05,0.000377012,0.5,-0.37994134,-0.33118725,2.8339229,-8.894803,7.026124,0.024162004,0.15889241,1.0,1.0,0.23352215,1.3657316,False,CD16+ NK cells vs Rest,CD16+ NK cells,Rest,CD16+ NK cells
